CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,TPMS,ActiveSafetySysNote,DynamicBrakeSupport,PedestrianAutomaticEmergencyBrak,AutoReverseSystem,AutomaticPedestrianAlertingSound,CAN_AACN,EDR,KeylessIgnition,DaytimeRunningLight,LowerBeamHeadlampLightSource,SemiautomaticHeadlampBeamSwitchi,AdaptiveDrivingBeam,SAEAutomationLevel,SAEAutomationLevel_to,RearCrossTrafficAlert,GrossCombinationWeightRating,GrossCombinationWeightRatingUpTo,NCSANote,NCSAMappingException,NCSAMapExcApprovedOn,NCSAMapExcApprovedBy,GrossVehicleWeightRatingUpTo,ErrorText,BatteryInfo,DestinationMarket,DisplacementCI,DisplacementL,EntertainmentSystem,SteeringLocation,Windows,BrakeSystemDesc,BatteryA,BatteryV,BatteryKWh,EVDriveUnit,Note,WheelSizeFront,WheelSizeRear,OtherRestraintSystemInfo,OtherEngineInfo,BatteryA_to,BatteryV_to,BatteryKWh_to,BasePrice,TopSpeedMPH,SuggestedVIN,PossibleValues,BusLength,OtherBusInfo,OtherMotorcycleInfo,OtherTrailerInfo,AdditionalErrorText_,VehicleDescriptor,CASEWGT,PSUSTRAT,VERSION
10031,59,28,1-59-2018-028-02,2,1,KNDJN2A21G72,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Plus,,,Wagon,4,GDI GAMMA,1600.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:34.220,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,97.63799055157,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJN2A2*G7******,136.122543595764,6,3
9265,26,7,1-26-2018-007-02,2,1,KNDJN2A27G78,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Plus,,,Wagon,4,GDI GAMMA,1600.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:35.250,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,97.63799055157,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJN2A2*G7******,33.9863620606895,10,3
9825,16,36,1-16-2018-036-03,3,2,KNDJN2A28E70,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL(BASE),,PS,,Wagon,4,DOHC GDI GAMMA,1600.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:35.313,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,97.63799055157,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJN2A2*E7******,224.431322677094,5,3
9399,32,23,1-32-2018-023-02,2,2,KNDJP3A54H74,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),PLUS,,,,Wagon,4,GDI,2000.0,Automatic,GWANG-JU,,SOUTH KOREA,,Standard,Optional,Optional,Standard,,Optional,,Optional,,,,26MAY2020:13:31:36.580,1034,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,101.20,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,4x2,2,,,,,,,,,KMC,,4,,Gasoline,,,,120.06,161.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,Standard,,Standard,,,,Optional,,,Standard,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,17,17,,,,,,19800,125,,,,,,,,KNDJP3A5*H7******,70.1995626457919,7,3
8997,23,1,1-23-2018-001-02,2,1,KNDJP3A59J75,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),,PLUS,,,Wagon,4,G,2000.0,Automatic,GWANG-JU,,SOUTH KOREA,Optional,Standard,Optional,Optional,Standard,Optional,Optional,,Standard,,,,26MAY2020:13:31:37.347,1034,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,101.20,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,4x2,2,,,,,,,,,KMC,,4,,Gasoline,,,,120.06,161.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,"Rear Cross-Traffic Alert: Optional; Hill Start Assist Control, Rollover Sensor",Standard,,Standard,,,,Optional,Optional,,Standard,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,17,17,,,,,,20490.00,124,,,,,,,,KNDJP3A5*J7******,78.9923184476903,5,3
9012,19,2,1-19-2018-002-02,2,1,KNDJT2A22B72,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL(Middle-low grade),,AM,,Wagon,4,DOHC Beta,2000.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:38.250,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJT2A2*B7******,46.6814730229856,9,3
10022,32,55,1-32-2018-055-06,6,1,KNDJT2A5XD74,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),All Trims,,AM F/L,,Wagon,4,DOHC GDI GAMMA,1600.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:40.407,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,97.63799055157,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJT2A5*D7******,2554.42689988318,7,3
9571,18,14,1-18-2018-014-04,4,1,KNDJT2A60D75,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),All Trims,,AM F/L,,Wagon,4,DOHC MPI NU,2000.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:40.627,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJT2A6*D7******,340.419079739698,6,3
9479,13,23,1-13-2018-023-02,2,2,KNDJT2A66C77,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Soul,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL,,AM,,Wagon,4,DOHC MPI NU,2000.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:40.970,1034,Kia Motors Corporation,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,KNDJT2A6*C7******,44.6473233383673,7,3
9011,19,1,1-19-2018-001-07,7,1,KNDMB2332862,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sedona,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),BL,,,,Minivan,,,3800.0,Automatic,SOHARI,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:41.877,1034,Kia Motors Corporation,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,7,,5,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,186.43,250.00,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,231.89022755998,3.8,,,,,,,,,Body type: Minivan (Long Coach),,,,,,,,,,,,,,,,,KNDMB233*86******,2388.42322945597,9,3
9313,21,10,1-21-2018-010-05,5,1,KNDMG4C39A63,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sedona,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL,,EP,,Wagon,4,,3800.0,,SOHARI (EXPORTED VEHICLE),,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:43.080,1034,Kia Motors Corporation,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,231.89022755998,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,KNDMG4C3*A6******,20.2911269431486,11,3
9319,33,10,1-33-2018-010-06,6,4,KNDPB3A25C72,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sportage,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),GL(Middle-low grade),,SL,,Wagon,4,DOHC MPI Theta-II,2400.0,,GWANGJU,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:44.050,1034,Kia Motors Corporation,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,146.45698582735,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,KNDPB3A2*C7******,88.2610712425701,12,3
9607,19,21,1-19-2018-021-06,6,2,KNDUP1318263,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sedona,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Minivan,,DOHC,3500.0,,SOHARI,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:45.250,1034,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,213.58310433156,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,KNDUP131*26******,325.077182585513,9,3
9397,32,21,1-32-2018-021-07,7,2,KNMAT2MT0GP7,KNM,"RENAULT SAMSUNG MOTORS CO., LTD",Renault Samsung,,NISSAN,Rogue,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,2500.0,,BUSAN,,SOUTH KOREA,,,,,Standard,,,,,,,,26MAY2020:13:31:45.767,1000,Renault Samsung Motor Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and center 3-point manual belts,,,,,,,,,,,,,,KNMAT2MT*GP******,8208.41048104978,7,3
9909,26,35,1-26-2018-035-04,4,2,KNMAT2MT2GP7,KNM,"RENAULT SAMSUNG MOTORS CO., LTD",Renault Samsung,,NISSAN,Rogue,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,2500.0,,BUSAN,,SOUTH KOREA,,,,,Standard,,,,,,,,26MAY2020:13:31:46.110,1000,Renault Samsung Motor Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and center 3-point manual belts,,,,,,,,,,,,,,KNMAT2MT*GP******,922.560669592757,10,3
9900,13,46,1-13-2018-046-04,4,2,KNMAT2MTXGP6,KNM,"RENAULT SAMSUNG MOTORS CO., LTD",Renault Samsung,,NISSAN,Rogue,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,2500.0,,BUSAN,,SOUTH KOREA,,,,,Standard,,,,,,,,26MAY2020:13:31:46.767,1000,Renault Samsung Motor Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and center 3-point manual belts,,,,,,,,,,,,,,KNMAT2MT*GP******,3762.12724526562,7,3
9157,14,3,1-14-2018-003-04,4,1,KNMAT2MV5GP7,KNM,"RENAULT SAMSUNG MOTORS CO., LTD",Renault Samsung,,NISSAN,Rogue,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,2500.0,,BUSAN,,SOUTH KOREA,,,,,Standard,,,,,,,,26MAY2020:13:31:47.953,1000,Renault Samsung Motor Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and center 3-point manual belts,,,,,,,,,,,,,,KNMAT2MV*GP******,3554.80909318991,8,3
9546,33,20,1-33-2018-020-09,9,2,SAJDA01C7YFL,SAJ,JAGUAR LAND ROVER LIMITED,Jaguar Land Rover,JAGUAR LAND ROVER LIMITED,JAGUAR,S-Type,2000,PASSENGER CAR,,,,,Sedan/Saloon,4,,3000,Automatic,CASTLE  BROMWICH,,ENGLAND,,,,,,,,,,,,,26MAY2020:13:31:52.830,1079,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,U.S.,183.0712322841,3,,Left Hand Drive (LHD),,,,,,,,,,FOR ALL JAGUARS SEDANS,"EMISSION CONTROL SYSTEM -S-TYPE V6,XJ8,XJ8L,VDP,XK8",,,,,,,,,,,,,SAJDA01C*YF******,235.409039825002,12,3
9314,15,10,1-15-2018-010-06,6,1,SAJWA01T65FN,SAJ,JAGUAR LAND ROVER LIMITED,Jaguar Land Rover,JAGUAR LAND ROVER LIMITED,JAGUAR,S-Type,2005,PASSENGER CAR,,,,,Sedan/Saloon,4,,3000.0,Automatic,CASTLE BROMWICH,,ENGLAND,,,,,,,,,,,,,26MAY2020:13:31:53.250,1079,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,U.S.,183.07123228419,3.0,,Left Hand Drive (LHD),,,,,,,,,,,Emission Control System - US/Canada,,,,,,,,,,,,,SAJWA01T*5F******,456.693419699971,1,3
9181,15,6,1-15-2018-006-04,4,2,SAJWJ6BV8G8K,SAJ,JAGUAR LAND ROVER LIMITED,Jaguar Land Rover,JAGUAR LAND ROVER LIMITED,JAGUAR,F-Type,2016,PASSENGER CAR,S,,,,Coupe,2,S/C LEV3 SULEV30,3000,Automatic,CASTLE BROMWICH,,UNITED KINGDOM (UK),,,,,,,,,,,,,26MAY2020:13:31:54.877,1079,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,283.37,380.00,,,,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,U.S.,183.0712322841,3,,,,,,,,,,,,,,,,,,,,,,,,,,SAJWJ6BV*G8******,835.081478814171,1,3
10014,52,21,1-52-2018-021-06,6,1,SALVN2BG2DH8,SAL,JAGUAR LAND ROVER LIMITED,Jaguar Land Rover,JAGUAR LAND ROVER LIMITED,LAND ROVER,Range Rover Evoque,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Pure,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,2000,Automatic,HALEWOOD,,ENGLAND,,,,,,,,,,,,,26MAY2020:13:31:55.940,1079,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,6,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,Yes,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.0474881894,2,,Left Hand Drive (LHD),,,,,,,,,,,,,,,,,,,,,,,,SALVN2BG*DH******,124.207170713394,12,3
10037,13,52,1-13-2018-052-03,3,1,SALWR2RK9JA6,SAL,JAGUAR LAND ROVER LIMITED,Jaguar Land Rover,JAGUAR LAND ROVER LIMITED,LAND ROVER,Range Rover Sport,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),,HSE,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,TDV6,3000.0,Automatic,SOLIHULL,,UNITED KINGDOM (UK),Optional,Standard,Standard,Standard,Standard,Standard,Optional,,Standard,,,Optional,26MAY2020:13:31:56.940,1079,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,115.00,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,8,AWD/All Wheel Drive,2,,,,,,,,,,,6,,Diesel,,,V-Shaped,189.41,254.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,"360 degree Surround Camera: Optional; Surround Camera System (360 deg), Hiil Descent Control, Traffic  Sign Recognition,  Automatic Premium LED Headlights, Voice control, Emergency braking assist, Cruise Control and Speed LimiteR, Rear and Front Parking Aid, Electronic Power Assisted Steering (EPAS), Roll Stability Control, Cornering Brake Control Gradient Acceleration and Release Control",Standard,,Standard,,Standard,,Standard,Standard,,Standard,Optional,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,183.07123228419,3.0,,Left Hand Drive (LHD),,,,,,,,19,19,,,,,,72350.00,130,,,,,,,,SALWR2RK*JA******,341.402861211091,7,3
9635,20,27,1-20-2018-027-03,3,1,SHHFK7H40HU4,SHH,"HONDA OF THE U.K. MFG., LTD.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2017,PASSENGER CAR,SPORT,,,,Hatchback/Liftback/Notchback,5,L15BA,1500.0,Continuously Variable Transmission (CVT),SWINDON,WILTSHIRE,UNITED KINGDOM (UK),Optional,Standard,Optional,Optional,Standard,Optional,Standard,Optional,Standard,,,,26MAY2020:13:31:58.017,991,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,106.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,,,,,,,,Honda,4,4,Water,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,134.23,180.00,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Indirect,,Standard,,Standard,,,,Standard,Standard,,Standard,Optional,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,91.53561614209,1.5,,Left Hand Drive (LHD),,,,,,,,18,18,,,,,,22100,,,,,,,,,SHHFK7H4*HU******,138.786999852967,11,3
