CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
30495,16,67,1-16-2023-067-04,4,1,1,1,1137.779184,5,8
30495,16,67,1-16-2023-067-04,4,2,1,1,1137.779184,5,8
30497,76,58,1-76-2023-058-03,3,1,4,0,20.54026918,3,8
30498,76,59,1-76-2023-059-04,4,1,2,1,59.87847166,3,8
30501,66,45,1-66-2023-045-10,10,1,1,3,112.3254186,6,8
30503,22,49,1-22-2023-049-07,7,2,1,2,137.1389738,12,8
30503,22,49,1-22-2023-049-07,7,1,1,1,137.1389738,12,8
30504,66,47,1-66-2023-047-10,10,1,2,1,112.3254186,6,8
30505,30,65,1-30-2023-065-06,6,2,1,1,684.4350049,10,8
30506,30,66,1-30-2023-066-06,6,1,4,0,684.4350049,10,8
30509,15,123,1-15-2023-123-03,3,1,1,1,64.63169995,1,8
30509,15,123,1-15-2023-123-03,3,2,1,2,64.63169995,1,8
30510,32,93,1-32-2023-093-06,6,1,9,0,2025.29814,7,8
30511,76,60,1-76-2023-060-06,6,1,3,0,55.66787953,3,8
30511,76,60,1-76-2023-060-06,6,2,9,0,55.66787953,3,8
30512,10,104,1-10-2023-104-08,8,1,3,0,130.1880687,4,8
30512,10,104,1-10-2023-104-08,8,2,3,0,130.1880687,4,8
30513,30,68,1-30-2023-068-09,9,1,3,0,3117.570829,10,8
30513,30,68,1-30-2023-068-09,9,2,9,0,3117.570829,10,8
30514,48,51,1-48-2023-051-06,6,1,1,1,125.8812282,12,8
30515,15,124,1-15-2023-124-03,3,1,9,0,64.63169994,1,8
30515,15,124,1-15-2023-124-03,3,2,1,1,64.63169994,1,8
30516,17,88,1-17-2023-088-07,7,1,2,1,329.6356593,4,8
30517,73,90,1-73-2023-090-08,8,1,7,0,38.19393659,3,8
30518,14,50,1-14-2023-050-05,5,1,1,3,246.3604584,8,8
30519,21,60,1-21-2023-060-06,6,2,9,0,878.2052738,11,8
30519,21,60,1-21-2023-060-06,6,1,9,0,878.2052738,11,8
30520,77,55,1-77-2023-055-02,2,1,1,1,71.99682468,9,8
30520,77,55,1-77-2023-055-02,2,2,1,2,71.99682468,9,8
30521,77,56,1-77-2023-056-05,5,1,1,1,85.86717657,9,8
30521,77,56,1-77-2023-056-05,5,2,1,1,85.86717657,9,8
30522,77,57,1-77-2023-057-03,3,2,1,1,498.0938267,9,8
30523,23,61,1-23-2023-061-08,8,1,1,2,133.6127894,5,8
30524,23,62,1-23-2023-062-06,6,2,1,1,301.3664499,5,8
30526,54,50,1-54-2023-050-07,7,2,1,1,419.1925992,9,8
30527,54,51,1-54-2023-051-04,4,1,10,0,141.8645745,9,8
30527,54,51,1-54-2023-051-04,4,2,3,0,141.8645745,9,8
30529,48,53,1-48-2023-053-04,4,1,1,1,279.6682697,12,8
30530,48,54,1-48-2023-054-08,8,1,3,0,90.36363016,12,8
30531,59,79,1-59-2023-079-06,6,1,9,0,359.3774646,6,8
30531,59,79,1-59-2023-079-06,6,2,9,0,359.3774646,6,8
30532,59,80,1-59-2023-080-09,9,3,9,0,772.4890083,6,8
30533,19,92,1-19-2023-092-05,5,1,5,0,43.48554189,9,8
30533,19,92,1-19-2023-092-05,5,3,1,1,43.48554189,9,8
30534,19,93,1-19-2023-093-09,9,2,1,1,499.505594,9,8
30535,19,94,1-19-2023-094-06,6,1,5,0,219.983294,9,8
30535,19,94,1-19-2023-094-06,6,2,2,1,219.983294,9,8
30536,19,95,1-19-2023-095-03,3,2,2,1,65.56827324,9,8
30537,18,52,1-18-2023-052-04,4,1,2,1,349.7587027,6,8
30538,18,53,1-18-2023-053-06,6,1,1,1,353.6801696,6,8
30540,12,62,1-12-2023-062-06,6,1,1,1,2907.474315,9,8
30541,33,47,1-33-2023-047-09,9,1,3,0,334.7712564,12,8
30542,20,66,1-20-2023-066-05,5,1,1,3,35.48649477,11,8
30542,20,66,1-20-2023-066-05,5,2,3,0,35.48649477,11,8
30543,20,67,1-20-2023-067-04,4,1,1,3,682.3262773,11,8
30544,17,89,1-17-2023-089-06,6,1,1,1,94.69655323,4,8
30545,17,90,1-17-2023-090-06,6,1,10,0,94.69655323,4,8
30545,17,90,1-17-2023-090-06,6,2,1,1,94.69655323,4,8
30546,17,91,1-17-2023-091-03,3,1,1,2,57.62015134,4,8
30546,17,91,1-17-2023-091-03,3,2,1,1,57.62015134,4,8
30547,17,92,1-17-2023-092-06,6,1,10,0,94.69655323,4,8
30549,48,55,1-48-2023-055-09,9,2,3,0,415.5570624,12,8
30550,11,47,1-11-2023-047-06,6,2,1,1,1089.74029,8,8
30552,24,75,1-24-2023-075-05,5,1,1,3,67.94873816,1,8
30552,24,75,1-24-2023-075-05,5,2,9,0,67.94873816,1,8
30553,24,76,1-24-2023-076-10,10,1,1,3,7639.238539,1,8
30554,16,68,1-16-2023-068-02,2,1,3,0,32.62164026,5,8
30554,16,68,1-16-2023-068-02,2,2,1,1,32.62164026,5,8
30555,16,69,1-16-2023-069-08,8,1,3,0,342.3800879,5,8
30556,16,70,1-16-2023-070-03,3,1,1,1,354.977359,5,8
30557,14,51,1-14-2023-051-06,6,2,1,1,1971.508858,8,8
30558,14,52,1-14-2023-052-05,5,1,5,0,216.3819845,8,8
30558,14,52,1-14-2023-052-05,5,2,9,0,216.3819845,8,8
30559,14,53,1-14-2023-053-07,7,1,1,1,9385.87289,8,8
30560,13,87,1-13-2023-087-04,4,1,5,0,2852.110259,7,8
30560,13,87,1-13-2023-087-04,4,2,1,1,2852.110259,7,8
30561,13,88,1-13-2023-088-08,8,1,5,0,749.9955702,7,8
30562,13,89,1-13-2023-089-08,8,2,5,0,749.9955702,7,8
30826,77,68,1-77-2023-068-08,8,2,3,0,164.2262984,9,8
30827,48,63,1-48-2023-063-03,3,1,9,0,132.4365429,12,8
30827,48,63,1-48-2023-063-03,3,2,1,1,132.4365429,12,8
30828,48,64,1-48-2023-064-03,3,1,1,1,132.4365429,12,8
30828,48,64,1-48-2023-064-03,3,2,1,1,132.4365429,12,8
30829,48,65,1-48-2023-065-08,8,1,3,0,136.5443497,12,8
30830,54,57,1-54-2023-057-09,9,1,9,0,458.8122366,9,8
30831,54,58,1-54-2023-058-01,1,1,1,3,126.2270126,9,8
30832,54,59,1-54-2023-059-03,3,1,1,1,129.9078908,9,8
30832,54,59,1-54-2023-059-03,3,2,9,0,129.9078908,9,8
30833,18,58,1-18-2023-058-03,3,1,9,0,80.71174174,6,8
30833,18,58,1-18-2023-058-03,3,2,9,0,80.71174174,6,8
30835,59,91,1-59-2023-091-06,6,2,1,1,113.2959243,6,8
30836,59,92,1-59-2023-092-03,3,1,9,0,49.63017413,6,8
30836,59,92,1-59-2023-092-03,3,2,1,1,49.63017413,6,8
30837,59,93,1-59-2023-093-04,4,1,1,3,116.2965671,6,8
30838,59,94,1-59-2023-094-01,1,1,1,3,48.2239268,6,8
30839,33,50,1-33-2023-050-06,6,1,3,0,1055.471604,12,8
30839,33,50,1-33-2023-050-06,6,2,1,1,1055.471604,12,8
30840,12,68,1-12-2023-068-03,3,1,5,0,239.3521142,9,8
30841,12,69,1-12-2023-069-04,4,2,1,1,754.3398345,9,8
30842,12,70,1-12-2023-070-04,4,1,1,1,754.3398345,9,8
30842,12,70,1-12-2023-070-04,4,2,1,1,754.3398345,9,8
30843,17,101,1-17-2023-101-04,4,1,2,1,104.8381047,4,8
30844,17,102,1-17-2023-102-04,4,2,1,1,104.8381047,4,8
30846,17,104,1-17-2023-104-07,7,1,1,1,299.0040019,4,8
30847,77,69,1-77-2023-069-08,8,1,1,2,164.2262984,9,8
30849,19,104,1-19-2023-104-01,1,1,5,0,54.03677053,9,8
30850,19,105,1-19-2023-105-03,3,1,3,0,409.4234053,9,8
30850,19,105,1-19-2023-105-03,3,2,1,1,409.4234053,9,8
30851,11,54,1-11-2023-054-02,2,1,1,3,160.9235048,8,8
30852,13,96,1-13-2023-096-07,7,1,1,2,4122.029753,7,8
30854,13,98,1-13-2023-098-04,4,1,9,0,1516.484972,7,8
30855,24,81,1-24-2023-081-09,9,2,1,1,2818.510694,1,8
30856,24,82,1-24-2023-082-02,2,1,6,0,67.71298621,1,8
30856,24,82,1-24-2023-082-02,2,2,1,1,67.71298621,1,8
30857,14,59,1-14-2023-059-01,1,1,3,0,189.9751371,8,8
30563,25,71,1-25-2023-071-06,6,1,9,0,393.4461768,2,8
30563,25,71,1-25-2023-071-06,6,2,1,3,393.4461768,2,8
30564,25,72,1-25-2023-072-03,3,1,9,0,180.8550387,2,8
30565,10,105,1-10-2023-105-04,4,1,10,0,1387.981042,4,8
30565,10,105,1-10-2023-105-04,4,2,1,1,1387.981042,4,8
30566,10,106,1-10-2023-106-06,6,1,3,0,677.9179457,4,8
30569,73,92,1-73-2023-092-06,6,1,1,1,37.98103991,3,8
30569,73,92,1-73-2023-092-06,6,2,9,0,37.98103991,3,8
30569,73,92,1-73-2023-092-06,6,3,1,1,37.98103991,3,8
30570,73,93,1-73-2023-093-04,4,1,1,1,82.69279612,3,8
30574,32,96,1-32-2023-096-03,3,1,9,0,481.2335505,7,8
30574,32,96,1-32-2023-096-03,3,2,5,0,481.2335505,7,8
30578,28,54,1-28-2023-054-09,9,1,1,1,50.89149747,3,8
30581,30,71,1-30-2023-071-02,2,1,9,0,27.76223934,10,8
30581,30,71,1-30-2023-071-02,2,2,1,1,27.76223934,10,8
30582,27,62,1-27-2023-062-04,4,1,1,1,15.97084567,3,8
30582,27,62,1-27-2023-062-04,4,2,1,1,15.97084567,3,8
30583,27,63,1-27-2023-063-10,10,1,3,0,86.28229523,3,8
30584,27,64,1-27-2023-064-07,7,1,1,1,32.33037916,3,8
30585,66,48,1-66-2023-048-09,9,2,1,1,316.5046093,6,8
30586,66,49,1-66-2023-049-10,10,1,1,3,1329.483655,6,8
30587,52,81,1-52-2023-081-04,4,1,10,0,232.7173316,12,8
30588,28,55,1-28-2023-055-10,10,1,3,0,204.2616039,3,8
30589,32,98,1-32-2023-098-08,8,1,3,0,464.1557585,7,8
30592,26,74,1-26-2023-074-02,2,1,5,0,64.77087639,10,8
30594,28,56,1-28-2023-056-09,9,1,1,1,50.89149747,3,8
30595,22,50,1-22-2023-050-03,3,1,1,1,142.8944575,12,8
30596,26,75,1-26-2023-075-02,2,1,4,0,64.77087639,10,8
30599,15,127,1-15-2023-127-02,2,1,9,0,10.48566673,1,8
30600,15,128,1-15-2023-128-03,3,1,9,0,67.37996985,1,8
30602,21,62,1-21-2023-062-02,2,1,9,0,58.86931901,11,8
30603,21,63,1-21-2023-063-02,2,4,9,0,43.55612421,11,8
30603,21,63,1-21-2023-063-02,2,6,9,0,43.55612421,11,8
30603,21,63,1-21-2023-063-02,2,7,9,0,43.55612421,11,8
30603,21,63,1-21-2023-063-02,2,1,9,0,43.55612421,11,8
30603,21,63,1-21-2023-063-02,2,2,5,0,43.55612421,11,8
30603,21,63,1-21-2023-063-02,2,3,1,1,43.55612421,11,8
30604,32,99,1-32-2023-099-02,2,2,4,0,20.73120473,7,8
30605,32,100,1-32-2023-100-02,2,1,1,2,20.73120473,7,8
30607,29,50,1-29-2023-050-03,3,1,5,0,153.2118273,2,8
30608,29,51,1-29-2023-051-04,4,1,2,1,556.9322563,2,8
30609,15,129,1-15-2023-129-10,10,1,9,0,2283.215523,1,8
30610,15,130,1-15-2023-130-06,6,2,9,0,146.5836491,1,8
30612,21,64,1-21-2023-064-01,1,1,3,0,83.44880043,11,8
30613,29,52,1-29-2023-052-03,3,1,2,1,153.2118273,2,8
30614,73,95,1-73-2023-095-09,9,1,9,0,94.91618861,3,8
30616,30,72,1-30-2023-072-04,4,1,3,0,1977.509087,10,8
30616,30,72,1-30-2023-072-04,4,2,9,0,1977.509087,10,8
30617,30,73,1-30-2023-073-03,3,1,3,0,368.7561712,10,8
30620,22,52,1-22-2023-052-07,7,1,2,1,1078.45276,12,8
30622,23,63,1-23-2023-063-09,9,1,9,0,1498.901492,5,8
30623,23,64,1-23-2023-064-03,3,1,9,0,206.008174,5,8
30624,77,58,1-77-2023-058-05,5,2,1,1,76.33062011,9,8
30626,77,60,1-77-2023-060-08,8,1,9,0,249.0145739,9,8
30626,77,60,1-77-2023-060-08,8,2,2,1,249.0145739,9,8
30628,18,55,1-18-2023-055-07,7,2,2,1,1678.020546,6,8
30629,48,56,1-48-2023-056-07,7,1,9,0,109.9463278,12,8
30629,48,56,1-48-2023-056-07,7,2,1,1,109.9463278,12,8
30631,48,58,1-48-2023-058-04,4,1,1,1,104.3794548,12,8
30632,54,52,1-54-2023-052-02,2,1,1,1,132.1015698,9,8
30632,54,52,1-54-2023-052-02,2,2,9,0,132.1015698,9,8
30633,54,53,1-54-2023-053-01,1,1,3,0,149.0643076,9,8
30633,54,53,1-54-2023-053-01,1,2,3,0,149.0643076,9,8
30635,18,56,1-18-2023-056-05,5,1,1,1,45.33580898,6,8
30635,18,56,1-18-2023-056-05,5,2,3,0,45.33580898,6,8
30637,59,82,1-59-2023-082-04,4,1,3,0,62.53023528,6,8
30637,59,82,1-59-2023-082-04,4,2,5,0,62.53023528,6,8
30638,59,83,1-59-2023-083-07,7,2,1,1,176.8780679,6,8
30639,59,84,1-59-2023-084-04,4,1,1,1,62.53023528,6,8
30640,33,48,1-33-2023-048-03,3,1,1,1,70.60732772,12,8
30642,17,93,1-17-2023-093-09,9,1,1,1,312.6406645,4,8
30643,17,94,1-17-2023-094-06,6,1,1,1,98.10198137,4,8
30643,17,94,1-17-2023-094-06,6,2,9,0,98.10198137,4,8
30644,17,95,1-17-2023-095-08,8,1,1,1,65.13020502,4,8
30645,17,96,1-17-2023-096-04,4,1,3,0,162.0773079,4,8
30645,17,96,1-17-2023-096-04,4,2,9,0,162.0773079,4,8
30646,20,68,1-20-2023-068-05,5,1,1,3,34.68985934,11,8
30647,20,69,1-20-2023-069-03,3,1,9,0,198.9955435,11,8
30647,20,69,1-20-2023-069-03,3,2,9,0,198.9955435,11,8
30648,59,85,1-59-2023-085-04,4,1,9,0,62.53023528,6,8
30649,19,96,1-19-2023-096-04,4,1,2,1,83.00691318,9,8
30650,19,97,1-19-2023-097-06,6,1,1,1,79.94135159,9,8
30650,19,97,1-19-2023-097-06,6,2,5,0,79.94135159,9,8
30651,19,98,1-19-2023-098-07,7,1,5,0,245.198159,9,8
30652,19,99,1-19-2023-099-06,6,1,3,0,79.94135159,9,8
30653,12,63,1-12-2023-063-03,3,1,1,3,239.3521142,9,8
30653,12,63,1-12-2023-063-03,3,2,1,3,239.3521142,9,8
30654,12,64,1-12-2023-064-07,7,1,10,0,272.8248402,9,8
30654,12,64,1-12-2023-064-07,7,2,1,1,272.8248402,9,8
30656,11,49,1-11-2023-049-05,5,1,1,1,212.7065641,8,8
30658,24,77,1-24-2023-077-05,5,1,10,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,2,1,3,92.7130656,1,8
30659,24,78,1-24-2023-078-04,4,2,1,1,1297.003702,1,8
30660,13,90,1-13-2023-090-03,3,1,4,0,369.0089618,7,8
30660,13,90,1-13-2023-090-03,3,2,1,1,369.0089618,7,8
30661,13,91,1-13-2023-091-03,3,1,1,1,369.0089619,7,8
30662,13,92,1-13-2023-092-04,4,1,1,1,1353.481647,7,8
30662,13,92,1-13-2023-092-04,4,2,9,0,1353.481647,7,8
30663,16,71,1-16-2023-071-03,3,3,1,1,248.2248772,5,8
30663,16,71,1-16-2023-071-03,3,4,1,1,248.2248772,5,8
30663,16,71,1-16-2023-071-03,3,5,3,0,248.2248772,5,8
30665,16,73,1-16-2023-073-03,3,1,1,1,248.2248773,5,8
30665,16,73,1-16-2023-073-03,3,2,1,1,248.2248773,5,8
30666,14,54,1-14-2023-054-03,3,1,1,1,502.4856781,8,8
30667,14,55,1-14-2023-055-04,4,1,1,1,1809.448227,8,8
30668,14,56,1-14-2023-056-07,7,1,1,1,5204.204338,8,8
30669,25,73,1-25-2023-073-02,2,1,1,1,66.17893676,2,8
30670,52,82,1-52-2023-082-06,6,1,1,1,205.0107369,12,8
30670,52,82,1-52-2023-082-06,6,2,1,1,205.0107369,12,8
30671,10,107,1-10-2023-107-04,4,1,10,0,1059.694311,4,8
30672,10,108,1-10-2023-108-02,2,4,9,0,21.75120523,4,8
30672,10,108,1-10-2023-108-02,2,5,1,1,21.75120523,4,8
30672,10,108,1-10-2023-108-02,2,6,1,1,21.75120523,4,8
30673,10,109,1-10-2023-109-03,3,1,9,0,237.9137171,4,8
30673,10,109,1-10-2023-109-03,3,2,10,0,237.9137171,4,8
30674,10,110,1-10-2023-110-05,5,1,1,1,49.90989042,4,8
30676,76,62,1-76-2023-062-04,4,1,1,3,18.58279621,3,8
30677,28,57,1-28-2023-057-07,7,1,1,3,178.0391855,3,8
30678,28,58,1-28-2023-058-03,3,1,1,3,43.93720625,3,8
30679,28,59,1-28-2023-059-07,7,1,1,1,178.0391855,3,8
30679,28,59,1-28-2023-059-07,7,2,2,3,178.0391855,3,8
30682,32,103,1-32-2023-103-02,2,1,10,0,26.67993047,7,8
32061,18,91,1-18-2023-091-07,7,1,10,0,791.1619888,6,8
32063,48,105,1-48-2023-105-03,3,1,1,1,95.31367617,12,8
32064,48,106,1-48-2023-106-06,6,1,9,0,319.7799089,12,8
32064,48,106,1-48-2023-106-06,6,2,1,1,319.7799089,12,8
32065,48,107,1-48-2023-107-03,3,1,1,2,95.31367617,12,8
32066,18,92,1-18-2023-092-10,10,1,3,0,2176.966389,6,8
32067,12,105,1-12-2023-105-04,4,1,1,2,259.0616273,9,8
32068,12,106,1-12-2023-106-04,4,1,1,1,259.0616273,9,8
32069,12,107,1-12-2023-107-07,7,2,1,1,545.6496803,9,8
32070,17,154,1-17-2023-154-07,7,1,1,1,603.1347021,4,8
32071,17,155,1-17-2023-155-10,10,1,3,0,1947.086947,4,8
32072,17,156,1-17-2023-156-07,7,1,2,3,603.1347023,4,8
32073,17,157,1-17-2023-157-05,5,1,1,1,72.78445013,4,8
32075,33,71,1-33-2023-071-10,10,1,3,0,524.5235709,12,8
32076,33,72,1-33-2023-072-06,6,2,1,1,59.27003585,12,8
32077,33,73,1-33-2023-073-05,5,1,1,1,23.0841485,12,8
32080,20,105,1-20-2023-105-09,9,1,1,1,418.8021306,11,8
32081,20,106,1-20-2023-106-06,6,1,3,0,184.9870775,11,8
32081,20,106,1-20-2023-106-06,6,2,5,0,184.9870775,11,8
32082,20,107,1-20-2023-107-06,6,1,3,0,184.9870775,11,8
32083,30,138,1-30-2023-138-04,4,1,3,0,622.3735087,10,8
32083,30,138,1-30-2023-138-04,4,2,1,1,622.3735087,10,8
32084,30,139,1-30-2023-139-02,2,2,1,2,40.84128012,10,8
32084,30,139,1-30-2023-139-02,2,1,1,2,40.84128012,10,8
32086,11,79,1-11-2023-079-07,7,1,1,1,4491.567659,8,8
32087,11,80,1-11-2023-080-06,6,1,5,0,801.1962751,8,8
32088,11,81,1-11-2023-081-08,8,1,9,0,355.2156159,8,8
32090,24,103,1-24-2023-103-05,5,1,4,0,92.7130656,1,8
30682,32,103,1-32-2023-103-02,2,2,10,0,26.67993047,7,8
30682,32,103,1-32-2023-103-02,2,3,5,0,26.67993047,7,8
30683,32,104,1-32-2023-104-05,5,2,1,2,129.9221458,7,8
30685,31,57,1-31-2023-057-04,4,1,1,1,194.3365105,6,8
30686,31,58,1-31-2023-058-09,9,1,1,1,585.2338323,6,8
30687,66,50,1-66-2023-050-06,6,1,1,3,128.0272373,6,8
30688,66,51,1-66-2023-051-10,10,2,1,1,112.3254186,6,8
30690,27,66,1-27-2023-066-03,3,1,1,1,39.96689642,3,8
30691,73,97,1-73-2023-097-07,7,1,2,1,86.62815512,3,8
30692,73,98,1-73-2023-098-09,9,1,9,0,64.13040797,3,8
30693,73,99,1-73-2023-099-02,2,1,1,3,36.85617776,3,8
30693,73,99,1-73-2023-099-02,2,2,4,0,36.85617776,3,8
30696,32,105,1-32-2023-105-02,2,2,1,1,26.67993047,7,8
30696,32,105,1-32-2023-105-02,2,1,5,0,26.67993047,7,8
30697,27,65,1-27-2023-065-06,6,1,3,0,134.0899965,3,8
30697,27,65,1-27-2023-065-06,6,2,1,1,134.0899965,3,8
30699,22,54,1-22-2023-054-07,7,1,1,3,140.319672,12,8
30700,48,59,1-48-2023-059-09,9,1,1,1,92.28369939,12,8
30700,48,59,1-48-2023-059-09,9,2,9,0,92.28369939,12,8
30701,15,131,1-15-2023-131-03,3,1,4,0,78.89705476,1,8
30702,15,132,1-15-2023-132-04,4,2,1,1,290.3675089,1,8
30703,15,133,1-15-2023-133-04,4,1,9,0,290.3675089,1,8
30704,15,134,1-15-2023-134-05,5,1,1,1,16.5511405,1,8
30704,15,134,1-15-2023-134-05,5,2,9,0,16.5511405,1,8
30706,26,77,1-26-2023-077-06,6,1,1,1,476.0936801,10,8
30707,22,53,1-22-2023-053-09,9,1,1,1,99.19539286,12,8
30707,22,53,1-22-2023-053-09,9,2,3,0,99.19539286,12,8
30709,21,66,1-21-2023-066-06,6,2,1,1,676.0276005,11,8
30710,12,66,1-12-2023-066-10,10,1,1,1,954.3034722,9,8
30712,16,74,1-16-2023-074-02,2,1,9,0,13.39390664,5,8
30712,16,74,1-16-2023-074-02,2,2,1,1,13.39390664,5,8
30716,30,77,1-30-2023-077-03,3,1,9,0,154.2951898,10,8
30716,30,77,1-30-2023-077-03,3,2,1,1,154.2951898,10,8
30718,29,54,1-29-2023-054-09,9,2,9,0,687.8755223,2,8
30720,30,78,1-30-2023-078-03,3,2,9,0,154.2951898,10,8
30722,11,51,1-11-2023-051-01,1,1,1,4,146.9249408,8,8
30723,77,61,1-77-2023-061-03,3,1,1,1,241.5232075,9,8
30724,73,101,1-73-2023-101-04,4,1,2,1,30.19835927,3,8
30725,26,78,1-26-2023-078-07,7,1,5,0,2126.006233,10,8
30726,29,56,1-29-2023-056-03,3,2,9,0,111.8872694,2,8
30726,29,56,1-29-2023-056-03,3,1,1,1,111.8872694,2,8
30728,21,67,1-21-2023-067-04,4,1,2,1,2563.665513,11,8
30729,29,57,1-29-2023-057-09,9,1,3,0,687.8755222,2,8
30730,23,65,1-23-2023-065-03,3,2,9,0,89.81810494,5,8
30732,18,57,1-18-2023-057-09,9,1,1,1,1584.532496,6,8
30732,18,57,1-18-2023-057-09,9,2,1,1,1584.532496,6,8
30733,77,62,1-77-2023-062-02,2,1,3,0,71.99682468,9,8
30733,77,62,1-77-2023-062-02,2,2,1,1,71.99682468,9,8
30735,77,64,1-77-2023-064-02,2,1,1,3,71.99682468,9,8
30735,77,64,1-77-2023-064-02,2,2,3,0,71.99682468,9,8
30736,48,60,1-48-2023-060-05,5,1,9,0,74.67626833,12,8
30737,48,61,1-48-2023-061-09,9,2,9,0,468.1303677,12,8
30737,48,61,1-48-2023-061-09,9,1,1,1,468.1303677,12,8
30738,48,62,1-48-2023-062-03,3,2,4,0,74.78725036,12,8
30738,48,62,1-48-2023-062-03,3,3,1,1,74.78725036,12,8
30738,48,62,1-48-2023-062-03,3,4,9,0,74.78725036,12,8
30738,48,62,1-48-2023-062-03,3,1,1,1,74.78725036,12,8
30739,54,54,1-54-2023-054-09,9,1,4,0,295.238326,9,8
30740,54,55,1-54-2023-055-03,3,2,1,1,129.9078908,9,8
30741,54,56,1-54-2023-056-07,7,1,2,1,398.8116139,9,8
30742,59,86,1-59-2023-086-04,4,1,1,1,251.2468653,6,8
30743,59,87,1-59-2023-087-03,3,2,1,1,72.95450067,6,8
30745,59,89,1-59-2023-089-10,10,1,3,0,2116.13579,6,8
30746,12,67,1-12-2023-067-06,6,2,10,0,519.4439355,9,8
30747,33,49,1-33-2023-049-07,7,1,1,1,1184.743755,12,8
30748,17,97,1-17-2023-097-06,6,2,1,1,133.0821445,4,8
30749,17,98,1-17-2023-098-06,6,1,1,1,133.0821445,4,8
30749,17,98,1-17-2023-098-06,6,2,1,1,133.0821445,4,8
30750,17,99,1-17-2023-099-03,3,1,3,0,61.17374573,4,8
30750,17,99,1-17-2023-099-03,3,2,1,1,61.17374573,4,8
30751,17,100,1-17-2023-100-03,3,1,1,3,61.17374573,4,8
30751,17,100,1-17-2023-100-03,3,2,10,0,61.17374573,4,8
30752,19,100,1-19-2023-100-06,6,1,1,1,198.8265021,9,8
30752,19,100,1-19-2023-100-06,6,2,2,1,198.8265021,9,8
30753,19,101,1-19-2023-101-03,3,1,1,1,59.2622748,9,8
30753,19,101,1-19-2023-101-03,3,2,1,1,59.2622748,9,8
30754,19,102,1-19-2023-102-08,8,1,5,0,61.10042283,9,8
30755,19,103,1-19-2023-103-07,7,1,10,0,609.8457345,9,8
30756,20,70,1-20-2023-070-02,2,1,5,0,28.16135447,11,8
30758,20,72,1-20-2023-072-01,1,1,3,0,42.13178185,11,8
30759,11,52,1-11-2023-052-04,4,1,3,0,1469.865543,8,8
30760,11,53,1-11-2023-053-03,3,1,1,1,353.3719921,8,8
30761,24,79,1-24-2023-079-03,3,1,3,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,2,1,1,246.0381348,1,8
30762,24,80,1-24-2023-080-06,6,1,4,0,687.0049218,1,8
30762,24,80,1-24-2023-080-06,6,2,10,0,687.0049218,1,8
30763,16,75,1-16-2023-075-01,1,1,1,3,30.95251088,5,8
30764,16,76,1-16-2023-076-03,3,1,1,1,213.6063302,5,8
30764,16,76,1-16-2023-076-03,3,2,1,1,213.6063302,5,8
30765,16,77,1-16-2023-077-07,7,1,2,1,2252.642369,5,8
30765,16,77,1-16-2023-077-07,7,2,2,1,2252.642369,5,8
30766,14,57,1-14-2023-057-03,3,1,1,1,1136.105858,8,8
30766,14,57,1-14-2023-057-03,3,2,1,1,1136.105858,8,8
30767,14,58,1-14-2023-058-02,2,1,3,0,164.4463854,8,8
30767,14,58,1-14-2023-058-02,2,2,9,0,164.4463854,8,8
30768,13,93,1-13-2023-093-09,9,2,3,0,6963.397262,7,8
30769,13,94,1-13-2023-094-06,6,1,5,0,2246.580629,7,8
30770,13,95,1-13-2023-095-02,2,1,9,0,46.46165665,7,8
30770,13,95,1-13-2023-095-02,2,2,1,1,46.46165665,7,8
30771,52,83,1-52-2023-083-03,3,1,3,0,33.01415717,12,8
32090,24,103,1-24-2023-103-05,5,2,10,0,92.7130656,1,8
32091,24,104,1-24-2023-104-06,6,1,1,3,1022.054945,1,8
32091,24,104,1-24-2023-104-06,6,2,1,3,1022.054945,1,8
32092,13,131,1-13-2023-131-02,2,1,5,0,27.24281478,7,8
32092,13,131,1-13-2023-131-02,2,2,1,1,27.24281478,7,8
32093,13,132,1-13-2023-132-01,1,1,1,3,87.74176085,7,8
32094,13,133,1-13-2023-133-04,4,1,1,1,2220.956423,7,8
32095,14,83,1-14-2023-083-06,6,1,9,0,2464.227876,8,8
32095,14,83,1-14-2023-083-06,6,2,1,1,2464.227876,8,8
32097,24,102,1-24-2023-102-03,3,1,1,2,366.0301177,1,8
32097,24,102,1-24-2023-102-03,3,2,10,0,366.0301177,1,8
32098,25,97,1-25-2023-097-03,3,1,1,1,56.68737877,2,8
32098,25,97,1-25-2023-097-03,3,2,2,1,56.68737877,2,8
32100,25,99,1-25-2023-099-04,4,1,2,1,221.1782899,2,8
32101,76,104,1-76-2023-104-04,4,1,9,0,17.81182118,3,8
32104,31,96,1-31-2023-096-10,10,1,1,1,381.8514577,6,8
32105,31,97,1-31-2023-097-02,2,1,3,0,194.4867666,6,8
32105,31,97,1-31-2023-097-02,2,2,6,0,194.4867666,6,8
32106,31,98,1-31-2023-098-04,4,1,10,0,194.3365105,6,8
32108,16,116,1-16-2023-116-10,10,2,1,1,12659.53242,5,8
32109,16,117,1-16-2023-117-03,3,3,3,0,264.9755872,5,8
32109,16,117,1-16-2023-117-03,3,4,1,1,264.9755872,5,8
