CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
6050,13,1,1-13-2017-001-04,4,2,23,,,,,,,,,,,,,,,,,2,3,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,2,22,,,,,,,,,,,,,,,,,2,2,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,2,13,,,,,,,,,,,,,,,,,1,3,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,2,21,,,,,,,,,,,,,,,,,2,1,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,3,21,,,,,,,,,,,,,,,,,2,1,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,3,22,,,,,,,,,,,,,,,,,2,2,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,3,23,,,,,,,,,,,,,,,,,2,3,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,3,13,,,,,,,,,,,,,,,,,1,3,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,1,13,,,,,,,,,,,,,,,,,1,3,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,1,21,,,,,,,,,,,,,,,,,2,1,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,1,22,,,,,,,,,,,,,,,,,2,2,2302.56589082077,7,2
6050,13,1,1-13-2017-001-04,4,1,23,,,,,,,,,,,,,,,,,2,3,2302.56589082077,7,2
6042,32,1,1-32-2017-001-09,9,1,13,,,,,,,,,,,,,,,,,1,3,439.988808087459,7,2
6042,32,1,1-32-2017-001-09,9,1,21,,,,,,,,,,,,,,,,,2,1,439.988808087459,7,2
6068,19,1,1-19-2017-001-06,6,1,13,,,,,,,,,,,,,,,,,1,3,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,1,22,,,,,,,,,,,,,,,,,2,2,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,1,12,,,,,,,,,,,,,,,,,1,2,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,1,23,,,,,,,,,,,,,,,,,2,3,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,1,21,,,,,,,,,,,,,,,,,2,1,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,2,13,,,,,,,,,,,,,,,,,1,3,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,2,23,,,,,,,,,,,,,,,,,2,3,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,2,22,,,,,,,,,,,,,,,,,2,2,250.94245606192,9,2
6068,19,1,1-19-2017-001-06,6,2,21,,,,,,,,,,,,,,,,,2,1,250.94245606192,9,2
6114,27,1,1-27-2017-001-07,7,1,13,,,,,,,,,,,,,,,,,1,3,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,23,,,,,,,,,,,,,,,,,2,3,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,22,,,,,,,,,,,,,,,,,2,2,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,21,,,,,,,,,,,,,,,,,2,1,2072.96617929403,3,2
6095,24,1,1-24-2017-001-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,22,,,,,,,,,,,,,,,,,2,2,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1057.24455000333,1,2
6054,20,1,1-20-2017-001-10,10,1,13,,,,,,,,,,,,,,,,,1,3,31.9924847541354,11,2
6122,13,3,1-13-2017-003-09,9,1,22,,,,,,,,,,,,,,,,,2,2,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,1,23,,,,,,,,,,,,,,,,,2,3,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,1,13,,,,,,,,,,,,,,,,,1,3,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,21,,,,,,,,,,,,,,,,,2,1,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,22,,,,,,,,,,,,,,,,,2,2,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,23,,,,,,,,,,,,,,,,,2,3,4149.72387133394,7,2
6121,13,2,1-13-2017-002-03,3,2,23,,,,,,,,,,,,,,,,,2,3,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,22,,,,,,,,,,,,,,,,,2,2,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,21,,,,,,,,,,,,,,,,,2,1,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,13,,,,,,,,,,,,,,,,,1,3,721.076485952799,7,2
6106,19,3,1-19-2017-003-02,2,1,13,,,,,,,,,,,,,,,,,1,3,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,23,,,,,,,,,,,,,,,,,2,3,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,22,,,,,,,,,,,,,,,,,2,2,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,21,,,,,,,,,,,,,,,,,2,1,102.089013427492,9,2
6103,16,2,1-16-2017-002-03,3,2,22,,,,,,,,,,,,,,,,,2,2,299.333672633261,5,2
6118,17,3,1-17-2017-003-08,8,1,13,,,,,,,,,,,,,,,,,1,3,186.330803198876,4,2
6117,17,2,1-17-2017-002-09,9,1,13,,,,,,,,,,,,,,,,,1,3,1415.1062926472,4,2
6117,17,2,1-17-2017-002-09,9,1,21,,,,,,,,,,,,,,,,,2,1,1415.1062926472,4,2
6117,17,2,1-17-2017-002-09,9,1,22,,,,,,,,,,,,,,,,,2,2,1415.1062926472,4,2
6117,17,2,1-17-2017-002-09,9,1,23,,,,,,,,,,,,,,,,,2,3,1415.1062926472,4,2
6104,16,3,1-16-2017-003-05,5,2,13,,,,,,,,,,,,,,,,,1,3,51.0113857468289,5,2
6112,19,5,1-19-2017-005-03,3,2,23,,,,,,,,,,,,,,,,,2,3,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,21,,,,,,,,,,,,,,,,,2,1,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,22,,,,,,,,,,,,,,,,,2,2,639.392649632869,9,2
6110,12,1,1-12-2017-001-06,6,1,13,,,,,,,,,,,,,,,,,1,3,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,21,,,,,,,,,,,,,,,,,2,1,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,22,,,,,,,,,,,,,,,,,2,2,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,23,,,,,,,,,,,,,,,,,2,3,831.843534377453,9,2
6092,14,1,1-14-2017-001-05,5,1,13,,,,,,,,,,,,,,,,,1,3,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,21,,,,,,,,,,,,,,,,,2,1,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,22,,,,,,,,,,,,,,,,,2,2,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,23,,,,,,,,,,,,,,,,,2,3,223.196555918989,8,2
6131,22,1,1-22-2017-001-02,2,1,21,,,,,,,,,,,,,,,,,2,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,23,,,,,,,,,,,,,,,,,2,3,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,22,,,,,,,,,,,,,,,,,2,2,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,21,,,,,,,,,,,,,,,,,2,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,23,,,,,,,,,,,,,,,,,2,3,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,22,,,,,,,,,,,,,,,,,2,2,57.5944953362226,12,2
6101,32,2,1-32-2017-002-02,2,2,21,,,,,,,,,,,,,,,,,2,1,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,13,,,,,,,,,,,,,,,,,1,3,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,23,,,,,,,,,,,,,,,,,2,3,82.3625753483227,7,2
6148,28,1,1-28-2017-001-04,4,1,21,,,,,,,,,,,,,,,,,2,1,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,23,,,,,,,,,,,,,,,,,2,3,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,13,,,,,,,,,,,,,,,,,1,3,204.800494620173,3,2
6166,23,5,1-23-2017-005-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1032.61891630804,5,2
6166,23,5,1-23-2017-005-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1032.61891630804,5,2
6166,23,5,1-23-2017-005-04,4,1,21,,,,,,,,,,,,,,,,,2,1,1032.61891630804,5,2
6166,23,5,1-23-2017-005-04,4,1,13,,,,,,,,,,,,,,,,,1,3,1032.61891630804,5,2
6186,19,6,1-19-2017-006-04,4,1,13,,,,,,,,,,,,,,,,,1,3,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,21,,,,,,,,,,,,,,,,,2,1,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1259.52606882267,9,2
6180,13,5,1-13-2017-005-03,3,2,13,,,,,,,,,,,,,,,,,1,3,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,22,,,,,,,,,,,,,,,,,2,2,1311.02538453678,7,2
6101,32,2,1-32-2017-002-02,2,1,21,,,,,,,,,,,,,,,,,2,1,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,13,,,,,,,,,,,,,,,,,1,3,82.3625753483227,7,2
6180,13,5,1-13-2017-005-03,3,1,23,,,,,,,,,,4,0,9,9,0,0,0,2,3,1311.02538453678,7,2
6170,32,4,1-32-2017-004-03,3,2,23,,,,,,,,,,,,,,,,,2,3,920.857885382022,7,2
6195,24,2,1-24-2017-002-02,2,1,13,,,,,,,,,,,,,,,,,1,3,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,22,,,,,,,,,,,,,,,,,2,2,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,21,,,,,,,,,,,,,,,,,2,1,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,23,,,,,,,,,,,,,,,,,2,3,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,13,,,,,,,,,,,,,,,,,1,3,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,21,,,,,,,,,,,,,,,,,2,1,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,22,,,,,,,,,,,,,,,,,2,2,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,23,,,,,,,,,,,,,,,,,2,3,71.0568449065563,1,2
6184,17,6,1-17-2017-006-04,4,1,13,,,,,,,,,,,,,,,,,1,3,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,21,,,,,,,,,,,,,,,,,2,1,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,22,,,,,,,,,,,,,,,,,2,2,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,23,,,,,,,,,,,,,,,,,2,3,214.939687324865,4,2
6155,30,2,1-30-2017-002-05,5,1,21,,,,,,,,,,,,,,,,,2,1,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,23,,,,,,,,,,,,,,,,,2,3,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,22,,,,,,,,,,,,,,,,,2,2,37.8522806752521,10,2
6165,23,4,1-23-2017-004-06,6,1,21,,,,,,,,,,,,,,,,,2,1,561.326705636604,5,2
6165,23,4,1-23-2017-004-06,6,1,13,,,,,,,,,,,,,,,,,1,3,561.326705636604,5,2
6165,23,4,1-23-2017-004-06,6,1,23,,,,,,,,,,,,,,,,,2,3,561.326705636604,5,2
6183,17,5,1-17-2017-005-04,4,1,21,,,,,,,,,,,,,,,,,2,1,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,22,,,,,,,,,,,,,,,,,2,2,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,23,,,,,,,,,,,,,,,,,2,3,214.939687318745,4,2
6132,22,2,1-22-2017-002-06,6,1,13,,,,,,,,,,,,,,,,,1,3,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,21,,,,,,,,,,,,,,,,,2,1,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,22,,,,,,,,,,,,,,,,,2,2,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,23,,,,,,,,,,,,,,,,,2,3,198.309823245595,12,2
6185,12,2,1-12-2017-002-06,6,2,13,,,,,,,,,,,,,,,,,1,3,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,21,,,,,,,,,,,,,,,,,2,1,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,22,,,,,,,,,,,,,,,,,2,2,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,23,,,,,,,,,,,,,,,,,2,3,6809.55000197747,9,2
6174,16,4,1-16-2017-004-02,2,1,21,,,,,,,,,,,,,,,,,2,1,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,1,23,,,,,,,,,,,,,,,,,2,3,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,1,22,,,,,,,,,,,,,,,,,2,2,40.0150623120713,5,2
6207,20,4,1-20-2017-004-04,4,2,13,,,,,,,,,,,,,,,,,1,3,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,22,,,,,,,,,,,,,,,,,2,2,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,23,,,,,,,,,,,,,,,,,2,3,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,21,,,,,,,,,,,,,,,,,2,1,671.332756770817,11,2
6174,16,4,1-16-2017-004-02,2,2,13,,,,,,,,,,,,,,,,,1,3,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,2,21,,,,,,,,,,,,,,,,,2,1,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,2,23,,,,,,,,,,,,,,,,,2,3,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,2,22,,,,,,,,,,,,,,,,,2,2,40.0150623120713,5,2
6215,32,5,1-32-2017-005-05,5,1,21,,,,,,,,,,,,,,,,,2,1,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,23,,,,,,,,,,,,,,,,,2,3,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,13,,,,,,,,,,,,,,,,,1,3,156.929343754051,7,2
6179,13,4,1-13-2017-004-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,22,,,,,,,,,,,,,,,,,2,2,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,13,,,,,,,,,,,,,,,,,1,3,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,21,,,,,,,,,,,,,,,,,2,1,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,22,,,,,,,,,,,,,,,,,2,2,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,23,,,,,,,,,,,,,,,,,2,3,1311.02538454043,7,2
6175,16,5,1-16-2017-005-09,9,1,13,,,,,,,,,,,,,,,,,1,3,2962.15877300143,5,2
6203,33,2,1-33-2017-002-03,3,1,12,,,,,,,,,,,,,,,,,1,2,119.342505820862,12,2
6204,33,3,1-33-2017-003-09,9,1,21,,,,,,,,,,,,,,,,,2,1,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,13,,,,,,,,,,,,,,,,,1,3,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,23,,,,,,,,,,,,,,,,,2,3,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,22,,,,,,,,,,,,,,,,,2,2,564.254277306589,12,2
6164,28,2,1-28-2017-002-06,6,1,21,,,,,,,,,,,,,,,,,2,1,217.971600402965,3,2
6164,28,2,1-28-2017-002-06,6,1,23,,,,,,,,,,,,,,,,,2,3,217.971600402965,3,2
6164,28,2,1-28-2017-002-06,6,1,22,,,,,,,,,,,,,,,,,2,2,217.971600402965,3,2
6199,22,4,1-22-2017-004-07,7,1,13,,,,,,,,,,,,,,,,,1,3,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,21,,,,,,,,,,,,,,,,,2,1,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,22,,,,,,,,,,,,,,,,,2,2,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,23,,,,,,,,,,,,,,,,,2,3,211.337813213927,12,2
6196,24,3,1-24-2017-003-03,3,1,13,,,,,,,,,,,,,,,,,1,3,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,1,21,,,,,,,,,,,,,,,,,2,1,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,1,22,,,,,,,,,,,,,,,,,2,2,359.818309819376,1,2
6198,22,3,1-22-2017-003-09,9,1,13,,,,,,,,,,,,,,,,,1,3,358.511606967376,12,2
6198,22,3,1-22-2017-003-09,9,1,21,,,,,,,,,,,,,,,,,2,1,358.511606967376,12,2
6198,22,3,1-22-2017-003-09,9,1,22,,,,,,,,,,,,,,,,,2,2,358.511606967376,12,2
6198,22,3,1-22-2017-003-09,9,1,23,,,,,,,,,,,,,,,,,2,3,358.511606967376,12,2
6215,32,5,1-32-2017-005-05,5,2,21,,,,,,,,,,,,,,,,,2,1,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,23,,,,,,,,,,,,,,,,,2,3,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,13,,,,,,,,,,,,,,,,,1,3,156.929343754051,7,2
6185,12,2,1-12-2017-002-06,6,1,13,,,,,,,,,,,,,,,,,1,3,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,21,,,,,,,,,,,,,,,,,2,1,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,22,,,,,,,,,,,,,,,,,2,2,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,23,,,,,,,,,,,,,,,,,2,3,6809.55000197747,9,2
6189,19,9,1-19-2017-009-05,5,1,13,,,,,,,,,,,,,,,,,1,3,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,23,,,,,,,,,,,,,,,,,2,3,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,22,,,,,,,,,,,,,,,,,2,2,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,21,,,,,,,,,,,,,,,,,2,1,79.9848995102589,9,2
6230,24,5,1-24-2017-005-03,3,2,13,,,,,,,,,,,,,,,,,1,3,154.897902837707,1,2
6230,24,5,1-24-2017-005-03,3,2,21,,,,,,,,,,,,,,,,,2,1,154.897902837707,1,2
6230,24,5,1-24-2017-005-03,3,2,22,,,,,,,,,,,,,,,,,2,2,154.897902837707,1,2
6230,24,5,1-24-2017-005-03,3,2,23,,,,,,,,,,,,,,,,,2,3,154.897902837707,1,2
6177,31,2,1-31-2017-002-10,10,2,22,,,,,,,,,,,,,,,,,2,2,1073.84216837139,6,2
6177,31,2,1-31-2017-002-10,10,2,23,,,,,,,,,,,,,,,,,2,3,1073.84216837139,6,2
6200,22,5,1-22-2017-005-04,4,1,13,,,,,,,,,,,,,,,,,1,3,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,21,,,,,,,,,,,,,,,,,2,1,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,23,,,,,,,,,,,,,,,,,2,3,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,22,,,,,,,,,,,,,,,,,2,2,220.136301508367,12,2
6140,20,2,1-20-2017-002-03,3,1,21,,,,,,,,,,,,,,,,,2,1,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,23,,,,,,,,,,,,,,,,,2,3,51.7419523783465,11,2
6175,16,5,1-16-2017-005-09,9,2,13,,,,,,,,,,4,4,1,3,2,0,0,1,3,2962.15877300143,5,2
6253,13,8,1-13-2017-008-01,1,1,21,,,,,,,,,,,,,,,,,2,1,188.955712734655,7,2
6253,13,8,1-13-2017-008-01,1,1,22,,,,,,,,,,,,,,,,,2,2,188.955712734655,7,2
6251,13,6,1-13-2017-006-03,3,1,21,,,,,,,,,,,,,,,,,2,1,803.970471884634,7,2
6251,13,6,1-13-2017-006-03,3,1,22,,,,,,,,,,,,,,,,,2,2,803.970471884634,7,2
6251,13,6,1-13-2017-006-03,3,1,23,,,,,,,,,,,,,,,,,2,3,803.970471884634,7,2
6251,13,6,1-13-2017-006-03,3,1,13,,,,,,,,,,,,,,,,,1,3,803.970471884634,7,2
6223,14,5,1-14-2017-005-06,6,1,13,,,,,,,,,,,,,,,,,1,3,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,21,,,,,,,,,,,,,,,,,2,1,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,22,,,,,,,,,,,,,,,,,2,2,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,23,,,,,,,,,,,,,,,,,2,3,2850.08274068618,8,2
6248,28,3,1-28-2017-003-08,8,1,22,,,,,,,,,,,,,,,,,2,2,115.39700389055,3,2
6248,28,3,1-28-2017-003-08,8,1,13,,,,,,,,,,,,,,,,,1,3,115.39700389055,3,2
6248,28,3,1-28-2017-003-08,8,1,21,,,,,,,,,,,,,,,,,2,1,115.39700389055,3,2
6248,28,3,1-28-2017-003-08,8,1,23,,,,,,,,,,,,,,,,,2,3,115.39700389055,3,2
6222,14,4,1-14-2017-004-10,10,1,13,,,,,,,,,,,,,,,,,1,3,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,21,,,,,,,,,,,,,,,,,2,1,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,22,,,,,,,,,,,,,,,,,2,2,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,23,,,,,,,,,,,,,,,,,2,3,5496.44877828333,8,2
6249,28,4,1-28-2017-004-04,4,1,21,,,,,,,,,,,,,,,,,2,1,399.520240341932,3,2
6249,28,4,1-28-2017-004-04,4,1,22,,,,,,,,,,,,,,,,,2,2,399.520240341932,3,2
6249,28,4,1-28-2017-004-04,4,1,23,,,,,,,,,,,,,,,,,2,3,399.520240341932,3,2
6249,28,4,1-28-2017-004-04,4,1,13,,,,,,,,,,,,,,,,,1,3,399.520240341932,3,2
6229,24,4,1-24-2017-004-07,7,1,13,,,,,,,,,,,,,,,,,1,3,615.743725181132,1,2
6246,17,9,1-17-2017-009-03,3,2,12,,,,,,,,,,3,0,1,0,0,0,0,1,2,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,23,,,,,,,,,,,,,,,,,2,3,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,31,,,,,,,,,,,,,,,,,3,1,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,33,,,,,,,,,,,,,,,,,3,3,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,21,,,,,,,,,,,,,,,,,2,1,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,22,,,,,,,,,,,,,,,,,2,2,134.288191588743,4,2
6244,17,7,1-17-2017-007-06,6,1,13,,,,,,,,,,,,,,,,,1,3,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,1,21,,,,,,,,,,,,,,,,,2,1,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,1,22,,,,,,,,,,,,,,,,,2,2,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,1,23,,,,,,,,,,,,,,,,,2,3,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,2,13,,,,,,,,,,4,0,0,2,2,0,0,1,3,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,2,21,,,,,,,,,,,,,,,,,2,1,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,2,22,,,,,,,,,,,,,,,,,2,2,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,2,23,,,,,,,,,,,,,,,,,2,3,260.452544085976,4,2
6254,22,7,1-22-2017-007-09,9,1,13,,,,,,,,,,,,,,,,,1,3,302.83515933275,12,2
6254,22,7,1-22-2017-007-09,9,1,21,,,,,,,,,,,,,,,,,2,1,302.83515933275,12,2
6254,22,7,1-22-2017-007-09,9,1,22,,,,,,,,,,,,,,,,,2,2,302.83515933275,12,2
6254,22,7,1-22-2017-007-09,9,1,23,,,,,,,,,,,,,,,,,2,3,302.83515933275,12,2
6254,22,7,1-22-2017-007-09,9,1,12,,,,,,,,,,,,,,,,,1,2,302.83515933275,12,2
6247,17,10,1-17-2017-010-07,7,1,13,,,,,,,,,,,,,,,,,1,3,530.295579083377,4,2
6247,17,10,1-17-2017-010-07,7,1,21,,,,,,,,,,,,,,,,,2,1,530.295579083377,4,2
6247,17,10,1-17-2017-010-07,7,1,22,,,,,,,,,,,,,,,,,2,2,530.295579083377,4,2
6247,17,10,1-17-2017-010-07,7,1,23,,,,,,,,,,,,,,,,,2,3,530.295579083377,4,2
6270,19,15,1-19-2017-015-06,6,1,23,,,,,,,,,,,,,,,,,2,3,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,1,22,,,,,,,,,,,,,,,,,2,2,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,1,21,,,,,,,,,,,,,,,,,2,1,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,1,12,,,,,,,,,,,,,,,,,1,2,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,2,12,,,,,,,,,,,,,,,,,1,2,169.155252521446,9,2
6228,10,3,1-10-2017-003-09,9,1,13,,,,,,,,,,,,,,,,,1,3,1098.36140168446,4,2
6228,10,3,1-10-2017-003-09,9,1,21,,,,,,,,,,,,,,,,,2,1,1098.36140168446,4,2
6228,10,3,1-10-2017-003-09,9,1,22,,,,,,,,,,,,,,,,,2,2,1098.36140168446,4,2
6217,30,4,1-30-2017-004-04,4,1,21,,,,,,,,,,,,,,,,,2,1,759.796183904248,10,2
6217,30,4,1-30-2017-004-04,4,1,23,,,,,,,,,,,,,,,,,2,3,759.796183904248,10,2
6217,30,4,1-30-2017-004-04,4,1,22,,,,,,,,,,,,,,,,,2,2,759.796183904248,10,2
6232,32,6,1-32-2017-006-04,4,1,21,,,,,,,,,,,,,,,,,2,1,2047.48443634482,7,2
6232,32,6,1-32-2017-006-04,4,1,23,,,,,,,,,,,,,,,,,2,3,2047.48443634482,7,2
6232,32,6,1-32-2017-006-04,4,1,13,,,,,,,,,,,,,,,,,1,3,2047.48443634482,7,2
6277,30,10,1-30-2017-010-03,3,2,13,,,,,,,,,,,,,,,,,1,3,195.270340619457,10,2
