CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
8776,10,61,1-10-2017-061-04,4,2,1G1ZE5EB6AF3,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2010,PASSENGER CAR,LTZ,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:04.770,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,OPEL,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5EB*AF******,Direct,36.0966561041243,4,2
8755,32,142,1-32-2017-142-05,5,2,1G1ZE5EB7AF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2010,PASSENGER CAR,LTZ,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:04.867,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,OPEL,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5EB*AF******,Direct,148.735557783776,7,2
6569,23,21,1-23-2017-021-04,4,1,1G1ZE5ST1GF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2016,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LFV - DI: Direct Injection, VVT, GEN1 GMNA",1500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:05.380,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5ST*GF******,Direct,699.703135984848,5,2
6342,24,12,1-24-2017-012-03,3,1,1G1ZE5ST3GF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2016,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LFV - DI: Direct Injection, VVT, GEN1 GMNA",1500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:05.897,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5ST*GF******,Direct,153.326904137304,1,2
8452,20,140,1-20-2017-140-03,3,1,1G1ZE5ST4HF1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2017,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LFV - DI: Direct Injection, VVT: Variable Valve Timing, GEN 1",1500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,Standard,Optional,Optional,Standard,Optional,Optional,Optional,Standard,,,,26MAY2020:13:01:06.630,984,GMNA,,,,,111.40,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,,,,,,,,GMNA,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5ST*HF******,Direct,129.751631949227,11,2
8004,17,68,1-17-2017-068-02,2,1,1G1ZE5ST5GF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2016,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LFV - DI: Direct Injection, VVT, GEN1 GMNA",1500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:07.147,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5ST*GF******,Direct,100.146694052494,4,2
7165,16,44,1-16-2017-044-04,4,1,1G1ZE5ST9GF2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2016,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LFV - DI: Direct Injection, VVT, GEN1 GMNA",1500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:09.020,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZE5ST*GF******,Direct,406.544153844197,5,2
7540,17,48,1-17-2017-048-07,7,2,1G1ZG57B29F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2009,PASSENGER CAR,LS,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:09.820,984,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZG57B*9F******,Direct,532.269462614562,4,2
6189,19,9,1-19-2017-009-05,5,1,1G1ZH57B38F2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2008,PASSENGER CAR,LT Classic (&1LT),,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:10.413,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZH57B*8F******,Direct,79.9848995102589,9,2
8405,23,110,1-23-2017-110-06,6,2,1G1ZH5SX2HF1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2017,PASSENGER CAR,LTZ (2LZ),,,,Sedan/Saloon,4,"LTG - SIDI: Spark Ignited Direct injection, VVT: Variable Valve Timing, ALUM DOHC, DCVCP TURBO, E0-E100, ALUM",2000,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:10.770,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZH5SX*HF******,Direct,319.168872614433,5,2
6825,19,43,1-19-2017-043-02,2,2,1G1ZS52F35F2,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2005,PASSENGER CAR,,,,,Sedan/Saloon,4,L61,2200.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:12.053,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZS52F*5F******,,102.089013427492,9,2
6305,32,9,1-32-2017-009-01,1,3,1G1ZS58F78F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2008,PASSENGER CAR,LS Classic (&1LS),,,,Sedan/Saloon,4,L61,2200.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:12.710,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZS58F*8F******,Direct,360.855240138265,7,2
6734,12,15,1-12-2017-015-09,9,1,1G1ZS58FX7F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2007,PASSENGER CAR,Base LS,,,,Sedan/Saloon,4,L61,2200.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:12.787,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZS58F*7F******,,3747.88353603989,9,2
8354,28,59,1-28-2017-059-10,10,1,1G1ZT51F56F1,1g1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2006,PASSENGER CAR,LT,,,,Sedan/Saloon,4,L61,2200.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:13.397,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1g1zt51f*6f******,,10040.0218377119,3,2
8615,26,73,1-26-2017-073-03,3,2,1G1ZT54895F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2005,PASSENGER CAR,LS,,,,Sedan/Saloon,4,LX9,3500.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:14.287,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,WRN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZT548*5F******,,295.933360855806,10,2
7716,17,55,1-17-2017-055-05,5,1,1G1ZT58N58F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2008,PASSENGER CAR,LT Classic (&1LT),,,,Sedan/Saloon,4,LZ4,3500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:14.787,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZT58N*8F******,Direct,105.502519959973,4,2
6237,16,8,1-16-2017-008-07,7,2,1G1ZT58N98F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2008,PASSENGER CAR,LT Classic (&1LT),,,,Sedan/Saloon,4,LZ4,3500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:14.930,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZT58N*8F******,Direct,700.608668706153,5,2
8927,10,68,1-10-2017-068-09,9,1,1G1ZT62885F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2005,PASSENGER CAR,LS,,,,Hatchback/Liftback/Notchback,4,LX9,3500.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:15.210,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,WRN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZT628*5F******,,403.309178017748,4,2
9032,22,123,1-22-2017-123-10,10,1,1G2AL18F9772,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,G5,2007,PASSENGER CAR,LS,,,,Coupe,2,L61,2200.0,,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:15.973,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2AL18F*77******,,1245.48611073169,12,2
7103,32,53,1-32-2017-053-07,7,1,1G2AS18H1971,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,G5,2009,PASSENGER CAR,LS,,,,Coupe,2,LAP,2200.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:16.180,984,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2AS18H*97******,Direct,4690.24426634406,7,2
6789,17,22,1-17-2017-022-05,5,1,1G2AS18H5972,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,G5,2009,PASSENGER CAR,LS,,,,Coupe,2,LAP,2200.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:16.287,984,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2AS18H*97******,Direct,139.771523758914,4,2
6691,18,15,1-18-2017-015-09,9,2,1G2JB5241272,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Sunfire,2002,PASSENGER CAR,,,,,Sedan/Saloon,4,LN2,2200.0,,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:17.833,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,4,,,,Sequential Fuel Injection (SFI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2JB524*27******,,958.545340626328,6,2
6722,13,26,1-13-2017-026-05,5,3,1G2MB35B17Y1,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Solstice,2007,PASSENGER CAR,Convertible,,,,Convertible/Cabriolet,2,LE5,2400.0,,WILMINGTON,DELAWARE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.070,984,Saturn,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2MB35B*7Y******,,236.361255730127,7,2
7175,33,53,1-33-2017-053-06,6,1,1G2NE12E7XM7,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,1999,PASSENGER CAR,SE,,,,Coupe,2,,3400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.130,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NE12E*XM******,,66.4575130793752,12,2
7721,13,73,1-13-2017-073-02,2,1,1G2NE52E0XC5,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,1999,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,3400.0,,LANSING - SOUTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.367,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NE52E*XC******,,63.2605525318229,7,2
7133,20,57,1-20-2017-057-03,3,1,1G2NE52F24M6,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2004,PASSENGER CAR,SE,,,,Sedan/Saloon,4,L61,2200.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.693,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NE52F*4M******,,82.9371756834646,11,2
7114,31,24,1-31-2017-024-09,9,1,1G2NE52T8XM7,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,1999,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,2400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.850,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,4,,,,Sequential Fuel Injection (SFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NE52T*XM******,,686.221391487831,6,2
8267,17,76,1-17-2017-076-08,8,1,1G2NF12EX1M5,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2001,PASSENGER CAR,SE1,,,,Coupe,2,LA1,3400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:18.930,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NF12E*1M******,,421.793016497506,4,2
6863,12,19,1-12-2017-019-08,8,2,1G2NF52E83M5,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2003,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,LA1,3400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:19.397,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NF52E*3M******,,1502.31800595479,9,2
7004,17,28,1-17-2017-028-08,8,1,1G2NF52F22C1,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2002,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,L61,2200.0,,LANSING - SOUTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:19.647,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NF52F*2C******,,293.249934085683,4,2
6177,31,2,1-31-2017-002-10,10,2,1G2NF52T01M5,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2001,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,LD9,2400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:19.880,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,4,,,,Sequential Fuel Injection (SFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NF52T*1M******,,1073.84216837139,6,2
6796,18,18,1-18-2017-018-03,3,1,1G2NG52E6YM7,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2000,PASSENGER CAR,SE2,,,,Sedan/Saloon,4,LA1,3400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:19.960,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NG52E*YM******,,329.590173474336,6,2
6561,10,13,1-10-2017-013-08,8,2,1G2NW52E94C1,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2004,PASSENGER CAR,GT,,,,Sedan/Saloon,4,LA1,3400.0,,LANSING - SOUTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:20.867,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2NW52E*4C******,,156.187325841593,4,2
8269,17,78,1-17-2017-078-02,2,1,1G2WK52J32F1,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand Prix,2002,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,LG8,3100.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:21.397,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2WK52J*2F******,,67.5827912635361,4,2
7031,20,49,1-20-2017-049-08,8,1,1G2WK52J32F1,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand Prix,2002,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,LG8,3100.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:21.477,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G2WK52J*2F******,,129.571147791702,11,2
