CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
13661,2019,19,26,1-19-2019-026-08,8,4,1,18:30,1,2,1,1,1,0,4,2,2,1,"Vehicle 1 was traveling northeast and was experiencing transmission problems. Vehicle 2, a medium/heavy truck, was also traveling northeast behind Vehicle 1. Vehicle 1's rear plane was contacted by Vehicle 2's front plane.",648.687388042216,9,4
13662,2019,27,26,1-27-2019-026-09,9,5,7,17:08,2,2,1,1,1,0,0,9,9,4,"V1 was traveling east on a two-lane, two-way road. V2 was traveling west on the same road.  V2 turned left into a driveway.  The front of V1 impacted the right side of V2 causing V2 to rotate clock-wise.  The front of V1 then impacted a split rail fence.",306.398017851727,3,4
13663,2019,27,27,1-27-2019-027-03,3,5,6,21:44,2,1,1,1,1,0,4,2,2,0,"V1 was traveling east on a level two-lane, two-way road. V2 was legally parked on the right side of the same road. The front of V1 impacted the rear of V2. V1 continued off of the right side of the road and struck a utility pole with its front plane.",70.3875331126176,3,4
13664,2019,14,26,1-14-2019-026-02,2,4,1,03:07,1,2,1,2,1,0,3,9,1,1,V1 and V2 were traveling eastbound in the same lane of a five-lane divided highway. The front of V1 contacted the rear of V2.,410.395641829338,8,4
13665,2019,66,27,1-66-2019-027-10,10,5,5,15:50,3,4,0,0,0,0,0,2,9,1,"V1, V2, and V3 were stopped in a long line of traffic on a two lane, two way, undivided roadway headed south. V4 was traveling south on the same roadway and the front plane of V4 struck the rear plane of V3. The front plane of V3 then struck the rear plane of V2. The front plane of V2 then struck the rear plane of V1. All 4 vehicles came to final rest headed south near the points of impact.",577.076804939805,6,4
13666,2019,66,28,1-66-2019-028-07,7,4,2,09:15,2,1,1,1,1,0,0,2,9,0,"V1 was traveling west on a two-way, two-lane roadway pulling a trailer.  V1 went off the right side of the roadway, re-entered the road then departed the left side of the road while rotating counter-clockwise where the lower front plane contacted an embankment.  During the crash, the trailer jackknifed and contacted the left side of the bed of V1.",136.340100630904,6,4
13667,2019,22,45,1-22-2019-045-01,1,4,2,22:20,2,1,9,0,1,0,1,2,1,0,"V1 was westbound on a two lane, two way road. V1 rotated counter clockwise, crossed over the left road edge and impacted a concrete culvert head-wall with the right front wheel. V1 then overturned striking the interior upper perimeter of the concrete head-wall and dropped approximately 3 meters onto its top in a water filled creek.",40.1392378017778,12,4
13668,2019,22,46,1-22-2019-046-09,9,4,1,21:55,2,1,1,2,1,0,4,2,2,0,"Vehicle # 1 was eastbound on a two-lane, two-way roadway.  Vehicle # 1 departed the roadway to the right.  Vehicle # 1 corrected back to the left, crossing both lanes of travel.  Vehicle # 1 departed the roadway to the left and struck a dirt embankment.  Vehicle # 1 rolled 4-quarter turns coming to rest on its wheels.",141.64285583481,12,4
13669,2019,22,47,1-22-2019-047-06,6,5,4,12:40,2,1,1,1,1,0,4,2,9,0,"Vehicle # 1 was eastbound on a two way, two lane, undivided roadway.  Vehicle # 1 traveled off the road to the right. Vehicle # 1 steered back left re-entering the roadway.  Vehicle # 1 steered back right, and rotated clock-wise off the road to the right, striking a plastic reflective post, and rolling 4 quarter turns.",54.0811506237203,12,4
13670,2019,17,47,1-17-2019-047-07,7,4,3,21:33,1,1,0,0,0,0,0,9,9,0,"V1 was traveling east on a six lane, two way median divided roadway. V1 departed the roadway to the right into an interchange area that was filled with standing water.  V1 became partially submerged and came to final rest off of the roadway.",788.387817824661,4,4
13671,2019,17,48,1-17-2019-048-06,6,5,6,06:35,1,2,1,1,1,0,4,9,9,1,V1 was traveling east on a two lane two way roadway approaching a stopped school bus. V2 was stopped on a two lane two way roadway. The front of V1 contacted the rear of V2.,240.50655451839,4,4
13652,2019,59,36,1-59-2019-036-10,10,5,2,15:06,1,2,0,0,0,0,0,2,2,1,V1 and V2 were northbound on a three lane roadway in the right lane. The center and far left lane were closed due to construction. V1 came to a stop due to traffic. The front of V2 collided with the back of V1. V1 and V2 came to final rest at point of impact.,3878.65728899413,6,4
13654,2019,32,52,1-32-2019-052-05,5,4,6,09:40,1,2,1,1,2,0,3,2,2,4,V1 was southbound approaching a four-way intersection. V2 was westbound approaching the same intersection. V1 initiated a left turn as both vehicles entered the intersection. The front of V2 impacted the left side of V1.,108.407049481531,7,4
13655,2019,32,53,1-32-2019-053-03,3,4,7,10:40,3,3,2,5,2,0,4,2,2,4,"V1 was traveling north, approaching an intersection. V2 was traveling west, approaching the same intersection. V3 was stopped at the intersection, facing south. Within the intersection, the front of V2 impacted the right side of V1. V1 started to rotate counter clockwise and moved towards the northwest corner of the intersection. The right side of V1 impacted the front of V3. V1 rotated clockwise and departed the roadway to the northwest. The front of V1 impacted a wall located in the northwest corner of the intersection.",1135.89994695327,7,4
13656,2019,52,17,1-52-2019-017-06,6,5,6,05:11,6,1,2,5,1,0,6,9,9,0,"V1 was traveling on a 2 lane undivided roadway.  V1 departed the roadway on the left side engaging in a series of events.  V1 made contact with a bush (1), rock steps (2), and another bush (3).  V1 continued traveling across a yard, crossing an alley, driving through a wooden fence (4), striking the ground (5) and coming to final rest by hitting a house (6).  V1 was towed from the scene.  Both the driver and passenger fled the scene.",210.885025365676,12,4
13657,2019,16,26,1-16-2019-026-06,6,5,1,16:22,1,1,1,1,2,0,4,2,2,0,"V1 (NCV) was turning left out of a private drive. V2 was southbound on a five lane two-way roadway.  V1 entered into the southbound lanes. V2 steered to the right and braked in an avoidance maneuver.  V2 crossed over the right lane, over the curb, and the front of V2 impacted a utility pole. V2 came to final rest at the point of impact. V1 continued southbound out of the area.",462.992441302293,5,4
13658,2019,16,27,1-16-2019-027-06,6,5,4,08:40,2,3,0,0,0,0,0,2,2,1,"V1, V2, and V3 were westbound on a five lane one way roadway. V1 departed its travel lane to the left. The front of V1 impacted the rear of V2. V2 was propelled forward, and the front of V2 collided with the rear of V3.",462.992441246732,5,4
13740,2019,31,28,1-31-2019-028-10,10,5,5,19:23,2,1,0,0,0,0,0,2,2,0,V1 was westbound on a two lane undivided roadway. V1 departed its original travel lane to the left continuing off the left side of the roadway. V1 entered a ditch striking the bottom of the ditch with the frontal plane causing damage. V1 then overturned left side leading 1 quarter turn and came to rest at the point of impact on its left side facing west.,301.212188506147,6,4
13741,2019,16,29,1-16-2019-029-03,3,5,3,13:18,1,2,1,3,2,0,4,2,2,4,V1 was traveling eastbound on a three lane undivided roadway.  V2 was exiting from a private drive. The front of V2 impacted with the right of V1. V1 rotated clockwise before coming to final rest. V2 rolled forward slightly after impact where it came to final rest.,602.590126750941,5,4
13742,2019,14,27,1-14-2019-027-09,9,5,6,17:50,1,1,1,2,1,0,4,2,2,0,V1 was traveling southbound in lane 2 of a 3 lane roadway. V1 lost control and exited the roadway to the left before hitting a tree with it's left side and coming to rest.,4105.20182727935,8,4
13743,2019,14,28,1-14-2019-028-07,7,5,5,22:21,1,2,1,1,1,0,0,2,2,5,V1 and V2 were heading in the same general northerly direction on a one way roadway. V2's front contacted V1's right side.,4530.61220006903,8,4
13744,2019,27,28,1-27-2019-028-04,4,5,5,12:16,1,1,0,0,0,0,0,9,9,0,"V1 was traveling southbound on a four-lane, two-way road in lane one. A deer crossed the road in front of V1. The front of V1 impacted the deer.",549.920843419411,3,4
13745,2019,19,27,1-19-2019-027-04,4,5,2,09:04,1,2,1,1,1,0,0,2,2,4,Vehicle 1 was traveling southwest in lane three of a five-lane roadway approaching a three-leg intersection. The driver of V1 attempted a left turn at the intersection. Vehicle 2 was traveling northeast in lane 1 of the same roadway and was approaching the same intersection. Vehicle 1’s front plane contacted Vehicle 2’s front plane.,653.787538198356,9,4
13746,2019,19,28,1-19-2019-028-09,9,5,5,08:15,1,2,1,1,1,0,6,2,2,4,Vehicle 1 was traveling north approaching an intersection attempting a left turn. Vehicle 2 was traveling northeast stopped at the same intersection waiting to turn left. Vehicle 1's front plane contacted Vehicle 2's front plane.,746.648215368364,9,4
13695,2019,25,30,1-25-2019-030-04,4,4,1,14:26,1,2,0,0,0,0,0,9,9,4,"V1 was westbound on a two lane, two- way road. V2 was northbound on a two lane, two-way intersecting road. The front of V1 impacted the right side of V2.",284.985333667092,2,4
13696,2019,11,46,1-11-2019-046-09,9,5,5,17:46,1,2,0,0,0,0,0,2,2,4,Vehicle #1 was going eastbound on a nine lane non-positively median divided roadway entering an intersection. Vehicle #2 was going westbound on the same roadway turning left at the intersection. Vehicle #1 front  contacted the right side plane of Vehicle #2.,1574.26426432195,8,4
13697,2019,28,23,1-28-2019-023-07,7,4,5,08:04,3,2,1,1,1,0,4,2,2,1,"V1 was west bound on a two lane non divided roadway. V2, which was towing a trailer, was stopped in the west bound lane of travel, to let traffic pass so that it could turn left into a parking lot. V1's frontal plane impacted the rear plane of the towed trailer. V1 then rotated counterclockwise, departing the roadway to the right where it impacted the embankment with its right plane. V1's frontal plane then impacted the right plane of V2 before coming to final rest.",59.873353386567,3,4
13698,2019,32,54,1-32-2019-054-02,2,4,7,20:46,2,2,1,2,3,0,3,2,1,4,"V1 was traveling north toward a four-way intersection and V2 was traveling south toward the same intersection. V1 initiated a left turn as both vehicles entered the intersection. The front of V2 impacted the right side of V1. Subsequently, the right side of V1 slapped the left side of V2.",54.5754191551761,7,4
13701,2019,10,22,1-10-2019-022-08,8,5,1,00:56,7,1,1,1,1,0,3,1,1,0,"V1 was traveling west in the first lane on a four lane  physically divided roadway.  V1 departed roadway to the right, the front of V1 impacted with a speed limit sign (event 1). The front of V1 then impacted with two trees (events 2 and 3). V1 continued north bound impacted the front of vehicle with a fence (event 4),  traveled through the fence, up an embankment impacting the front of vehicle with the embankment (event 5), and another fence (event 6). V1 then traveled onto an under pass ramp where the front of vehicle impacted with a bridge abutment (event 7). V1 then proceeded to slide down the underpass ramp left side leading. V1 came to a final rest facing west against bridge supports.",141.384354071654,4,4
13704,2019,29,50,1-29-2019-050-09,9,5,7,17:47,1,2,1,1,1,0,4,2,2,9,V1 was negotiating a curve traveling northbound to westbound in the first lane of a two lane two-way undivided roadway. V2 was negotiating a curve traveling northbound to westbound in the first lane of a two lane two-way undivided roadway behind V1. V1 stopped and reversed in the lane. The back plane of V1 contacted the frontal plane of V2.,176.534178788014,2,4
13993,2019,11,59,1-11-2019-059-03,3,5,5,18:57,1,2,1,1,2,0,4,2,2,4,"Vehicle #1 was making a left turn southbound in the intersection of an 8 lane, non-positively divided roadway. Vehicle #2 was traveling eastbound on the same roadway. Vehicle #2's frontal plane contacted Vehicle #1's frontal plane.",991.024633625377,8,4
13994,2019,11,60,1-11-2019-060-02,2,5,5,21:25,3,1,3,17,1,1,3,1,2,0,"Vehicle #1 was traveling east on a two way, non-positively divided roadway. Vehicle departed the roadway to the right and contacted a mailbox with it's frontal plane and then continued traveling forward and contacting a drain pipe with its front. V1 continued forward and contacted a tree with its frontal plane before coming to final rest.",81.8228818166149,8,4
13995,2019,11,61,1-11-2019-061-04,4,5,5,09:49,3,2,0,0,0,0,0,2,2,1,"Vehicles #1 and #2 ,were traveling eastbound in lane 2 of a 4 lane non-positive median divided roadway. Vehicle #1 contacted the back plane of Vehicle #2 with its' frontal plane. After this event, Vehicle #1 continued on contacting a guard rail with its frontal plane and a second contact with its right side plane.",2630.80510572152,8,4
13996,2019,77,59,1-77-2019-059-09,9,6,7,15:44,2,2,1,2,3,0,4,2,2,4,"V1 was traveling east on a 3 lane non-divided roadway, approaching a stop sign controlled intersection. V2 was traveling south on a 6 lane divided roadway. As V1 turned left to travel north the front plane of V2 impacted the left plane of V1. After the initial impact, the right plane of V2  then impacted the left plane of V1",8005.97710752308,9,4
14090,2019,17,70,1-17-2019-070-07,7,6,3,06:50,1,2,1,1,1,0,6,9,9,4,"V1 was traveling west on a two-lane, two-way roadway, approaching an intersection.  V2 was traveling north on a four-lane, two-way roadway, approaching the same intersection.  At the intersection, the front of V2 contacted the left side of V1.",1022.34999885772,4,4
14091,2019,33,60,1-33-2019-060-01,1,5,4,17:22,6,1,5,35,2,1,1,2,2,0,"Vehicle #1 was traveling north around a left curve. V1 departed the road to the right and the front plane of V1 contacted a fiberglass road edge reflector. V1 re-entered the road, overcorrected to the right, and began to rotate clockwise. V1 departed the road to the right and the right plane of V1 contacted a fence. V1 tripped over and rolled four quarter turns to the left. During the rollover, the top plane, then the undercarriage of V1 contacted trees.",36.3534788952983,12,4
14092,2019,33,61,1-33-2019-061-01,1,6,1,21:46,1,1,0,0,0,0,2,2,2,0,"Vehicle #1 was traveling north, negotiating a left curve. V1 departed the road to the right and the front plane of V1 contacted a guardrail.",36.3534788952983,12,4
14093,2019,15,44,1-15-2019-044-05,5,6,4,11:34,1,1,1,2,1,0,4,9,9,0,"V1 was traveling southbound in lane one of a a two way roadway with two lanes of travel in each direction. As V1 crossed the intersection, it departed the roadway on the right side and the frontal plane of V1 made contact with a utility pole.",112.730842091693,1,4
14094,2019,18,32,1-18-2019-032-04,4,6,7,14:57,1,2,0,0,0,0,0,2,2,4,Vehicle #1 was traveling south.  Vehicle #2 was traveling west on an intersecting roadway.  V1 began to turn right into the same path as V2 and the left of V1 contacted the right of V2.,1372.60404776417,6,4
14096,2019,13,46,1-13-2019-046-06,6,6,3,16:34,2,2,0,0,0,0,0,2,2,5,"Vehicle 1 was traveling north, in the fourth of four lanes and Vehicle 2 was traveling north, in the third of four lanes. V1 attempted to change lanes to the right. The right side of V1 contacted the left side of V2. V2 rotated counterclockwise and the front of V1 contacted the left side of V2.",2018.3752531036,7,4
14097,2019,22,57,1-22-2019-057-09,9,5,1,11:40,3,1,0,0,0,0,0,2,2,0,"Vehicle 1 was eastbound on a two way two lane roadway negotiating a curve to the left.  Vehicle 1 lost control left the roadway to the right, steered left and then steered back to the right.  Vehicle 1 began rotating clockwise leaving the roadway to the right.  Vehicle 1 struck an embankment with its front end.  Vehicle 1 continued its clockwise rotation with the left front side and back end impacting the embankment.",112.824695791541,12,4
14098,2019,22,58,1-22-2019-058-03,3,6,1,12:58,1,2,2,5,2,0,4,2,2,4,"Vehicle 1 was southbound on a two way two lane roadway turning left, eastbound, onto a five lane two way roadway.  Vehicle 2 was westbound on five lane two way roadway in lane two.  Vehicle 2 front contacted the left side of vehicle 1 in the westbound lane two.",49.798219346877,12,4
14099,2019,21,57,1-21-2019-057-03,3,6,1,09:20,2,2,1,1,2,0,4,2,2,1,"V1 was traveling west on a divided trafficway (median strip without positive barrier) in lane 1 (of two lanes) and was approaching V2, which was ahead in the same lane at a lower steady speed.  The front end of V1 contacted the back end of V2, causing V2 to depart the roadway on the left and overturn (4 quarter turns, leading left).",211.585394048463,11,4
14100,2019,21,58,1-21-2019-058-03,3,6,5,08:45,2,3,1,1,3,0,4,2,2,1,"V3 was traveling west on an interstate (physically divided with positive barrier) in lane 4 (of 5 lanes). V1 and V2 were traveling behind V3 (also in lane 4) with V1 behind V2. The front end of V1 contacted the back end of V2. V1 then continued traveling westbound, and the front end of V1 contacted the back end of V3.",211.585394049296,11,4
14101,2019,21,59,1-21-2019-059-03,3,6,3,12:11,1,2,1,3,1,0,6,2,2,4,"V1 was traveling east on a two-way not physically divided roadway in lane 1 (of two lanes) and was approaching V2, which was on the same roadway traveling west in lane 1 (of two lanes).  V1 was turned to the left and into the path of V2, and the front end of V1 came into contact with the front end of V2.",211.585394074837,11,4
13979,2019,33,57,1-33-2019-057-09,9,5,2,99:99,3,1,99,99,0,0,9,9,9,0,"Vehicle #1 was traveling north around a right curve. V1 departed the road to the right and overcorrected to the left. It re-entered the road, rotating clockwise, then departed it to the left. The left plane of V1 contacted a tree. V1 rotated counter-clockwise and the left plane contacted another tree. A limb from the contacted trees fell over the vehicle and caused light damage to the right side of V1.",1627.99436722205,12,4
13980,2019,33,58,1-33-2019-058-01,1,1,6,20:00,5,1,5,26,3,2,1,9,1,0,"Vehicle #1 was traveling west. V1 departed the road to the right and began to slide down a steep hill. The right plane of V1 contacted a tree. V1 rolled an unknown number of quarter turns to the right. V1 contacted at least three trees with unknown planes. During the rollover, two occupants were ejected in an unknown manner. V1 came to rest on its right side.",38.7111434615324,12,4
13981,2019,20,29,1-20-2019-029-10,10,6,7,00:55,4,1,99,99,0,0,9,1,9,0,"Vehicle #1 was traveling west in the number 2 lane of a 4-lane undivided roadway. V1 departed the road to the right and sustained a front to unknown plane impact with Vehicle #2, which was legally parked in a parking lane off the north edge of the travel lanes. After impact to V2, V1 crossed a sidewalk into a parking lot and the front plane impacted two sign posts and then a low block wall.",14324.0460198037,11,4
13982,2019,25,38,1-25-2019-038-07,7,6,1,17:47,2,1,99,99,0,0,9,2,9,0,"V1 was traveling south on a two-way, two lane road. V1 departed its original travel lane to the left and went on to depart the roadway on the left. V1's left plane impacted a small tree. The front of V1 impacted a larger tree causing V1 to spin counterclockwise and come to final rest facing east.",608.884312156337,2,4
13983,2019,66,36,1-66-2019-036-10,10,5,2,14:50,1,1,0,0,0,0,0,2,9,0,"V1 was traveling west on a 4 lane, 2 way roadway, divided by a grass median with a cable barrier guardrail. V1 hydroplaned and entered into a counter clockwise yaw. V1 departed the left side of the roadway striking the cable barrier guardrail and came to final rest on the north side of cable guardrail heading north east.",2406.02555872902,6,4
13984,2019,73,33,1-73-2019-033-07,7,5,2,11:20,1,2,1,2,1,0,6,9,9,4,"V1 was traveling south west on a two lane, two way, undivided roadway approaching an intersection. V2 was traveling south east on a two lane, two way, undivided road way approaching the same intersection. V1 crossed the intersection, crossing the path of V2. The front plane of V2 contacted the right plane of V1. Both vehicles came to final rest on the roadway.",102.240722164304,3,4
13985,2019,28,29,1-28-2019-029-03,3,5,4,09:19,2,1,1,1,1,0,4,2,2,0,"V1 was west bound on a two lane, non divided roadway, negotiating a curve to the left. V1 departed the roadway to the right and impacted the bottom of a ditch with its frontal plane. V1 then rolled over, left side leading, 5 quarter turns before coming to final rest on its left side.",57.4659845240073,3,4
13986,2019,30,64,1-30-2019-064-01,1,5,2,17:29,2,3,99,99,0,0,9,2,2,1,Vehicle 1 and 2 were traveling south on a two-way physically divided roadway in the number 4 lane. Vehicle 3 was traveling south on the same roadway in the number 3 lane. Vehicle 1's front made contact with Vehicle 2's back then Vehicle 2's front to made contact with Vehicle 3's rear. All vehicles maintained a southerly direction for final rest.,35.7673530890158,10,4
13821,2019,27,30,1-27-2019-030-07,7,5,2,08:29,1,2,99,99,0,0,9,2,2,4,"V1 was traveling north on a two-lane, two-way street coming to a stop at a T-intersection.  V2 was traveling east on a two-lane, two-way road.  V1 attempted a left hand turn onto the same street as V2 in the opposite direction.  The front of V2 impacted the left side of V1.",129.366645046119,3,4
13822,2019,17,54,1-17-2019-054-05,5,5,7,12:15,1,2,1,1,1,0,4,9,9,4,V1 was westbound on a five-lane divided roadway approaching a four-way intersection. V2 was traveling east toward the same intersection. Both vehicles entered the intersection as V1 initiated a left turn. The front of V1 impacted the left side of V2.,61.2546060121394,4,4
13823,2019,17,55,1-17-2019-055-02,2,5,3,15:20,8,5,3,14,4,1,3,9,9,0,"V1 was traveling east on a four-lane, two way roadway approaching an intersection. V2, V3, V5 were traveling north on a four-lane, two way roadway approaching the same intersection. V4 was traveling west on a private parking lot approaching the same intersection. V1 departed the right (south) roadside and the left side contacted a traffic signal control box (Event 1).  The left rear tire and rim impacted a traffic signal pole (Event 2) prior to V1 entering the adjoining north/south roadway. The front of V1 contacted the left side of V2 (Event 3). The right side of V2 contacted the left side of V3 (Event 4). The right fender of V3 contacted the left side of V4 (Event 5). The front of V5 contacted the right side of V3 (Event 6). The front of V3 impacted the left side of V4 in a secondary impact (Event 7) and the left side of V4 contacted the left side of V1 (Event 8).",57.5680443688784,4,4
13824,2019,17,56,1-17-2019-056-03,3,5,2,22:37,1,2,1,1,1,0,0,9,9,4,"V1 was traveling north on a two lane, two way roadway approaching an intersection.  V2 was traveling west on a two lane, one way roadway approaching the same intersection.  At the intersection the front of V2 contacted the right side of V1.",338.128855190214,4,4
13825,2019,15,38,1-15-2019-038-08,8,5,4,17:13,1,2,1,1,2,0,4,9,9,4,"V1 was traveling southbound in the left lane on a two way roadway with two lanes of travel in each direction approaching a westbound ""T"" intersection. V2 was traveling northbound in the right lane of a two way roadway with two lanes of travel in each direction approaching the same intersection. At the intersection, as V1 was making a left turn, the frontal plane of V2 made contact with the right plane of V1.",557.496504166297,1,4
13826,2019,33,51,1-33-2019-051-08,8,5,4,09:55,3,2,1,1,5,0,4,2,2,6,"Vehicle #1 was traveling north, negotiating a curve to the left and Vehicle #2 was traveling south, negotiating a curve to the right. V1 sustained a control loss on the wet road surface, rotated counter-clockwise and entered the southbound lane. The right plane of V1 impacted the front plane of V2. After impact to V1, V2 departed the road to the right and impacted a fence and a tree with the back plane.",116.988715461353,12,4
13827,2019,33,52,1-33-2019-052-02,2,5,7,15:40,4,2,3,17,3,3,3,9,1,5,"Vehicle #1 was traveling north in lane 2, overtaking vehicle #2. V2 was traveling north in lane 1. V1 began to change lanes to the right, and V2 steered sharply right attempting to avoid a crash and began rotating clockwise. The right side of V1 contacted the left side of V2. Both vehicles departed the road. The left side of V2 contacted a tree. The front end of V1 contacted a tree and then a barbed wire fence.",25.4932820669878,12,4
13828,2019,33,53,1-33-2019-053-06,6,5,4,17:55,2,2,1,2,1,0,4,2,2,4,"Vehicle #1 was traveling SW and vehicle #2 was traveling NW. Both vehicles entered an intersection, and the front plane of V2 contacted the left plane of V1. Both vehicles rotated sharply and the right plane of V2 contacted the left plane of V1.",178.380076785943,12,4
14062,2019,16,40,1-16-2019-040-04,4,6,4,23:00,1,1,0,0,0,0,0,2,2,0,V1 was traveling west on a three lane undivided roadway. The front of V1 impacted a deer.  V1 came to final rest near point of impact.,685.937824526786,5,4
14063,2019,76,24,1-76-2019-024-05,5,5,4,00:55,1,1,1,1,1,0,4,1,9,0,"V1 was traveling south on a two way, two lane, undivided roadway.  V1 departed the southbound lane on the right hand side striking a tree with its frontal plane.  V1 came to final rest off of the roadway.",33.6747941152481,3,4
14064,2019,76,25,1-76-2019-025-05,5,6,2,08:10,4,1,1,1,1,0,6,9,9,0,"V1 was traveling west on a two way, two lane, undivided roadway. V1 departed the westbound travel lane into the opposing eastbound travel lane and then departed the southern road edge. V1 struck a sign and two trees with its frontal plane before overturning. V1 rolled 2-quarter turns coming to rest on its roof.",33.6747941152481,3,4
14065,2019,32,68,1-32-2019-068-03,3,5,1,20:38,1,2,1,1,1,0,5,2,2,4,V1 was traveling northbound on a two lane road way approaching an intersection. V2 was traveling westbound on a 4 lane divided roadway in lane 2 approaching the same intersection. Both vehicles entered the intersection and the front of V2 impacted the right side of V1.,808.825566752703,7,4
14066,2019,32,69,1-32-2019-069-03,3,5,5,01:52,3,1,99,99,0,0,9,9,2,9,"V1 was traveling south in reverse on an undivided two lane roadway. V2,V3,V4 were all parked legally on the street facing north. V1 impacted V2,V3, and V4 with an unknown plane. V1 came to rest in the roadway.",808.825566752703,7,4
14075,2019,27,36,1-27-2019-036-06,6,6,5,11:41,3,2,3,14,2,1,3,2,9,4,V1 was traveling south in lane two of three on a two-way street passing through an intersection. V2 traveling west in lane one of three on a two-way street passing through the same intersection. The front of V1 impacted the right side of V2 causing both to rotate clock-wise.  V1 came to rest in the road while the front of V2 impacted a utility pole and the left side impacted a curb.,52.0611106083057,3,4
14076,2019,10,32,1-10-2019-032-03,3,6,7,13:00,2,2,1,2,5,0,4,2,2,4,"V1 was traveling southeast in the first lane on a two way non-physically divided roadway. V2 was traveling northeast in the first lane on a two lane non-physically divided roadway. Both vehicles entered intersection. The front of V2 impacted with the right side of V1 (event 1). The impact forced V1 to roll over onto it's left side (event 2) , where it came to final rest. V2 came to final rest facing northeast.",181.815245927984,4,4
13564,2019,77,42,1-77-2019-042-09,9,4,4,08:14,2,2,0,0,0,0,4,2,1,6,"V1 was traveling west on a two lane, two way roadway and was approaching a right curve in the road. V2 was traveling east on the same roadway and was approaching a left curve in the road. While negotiating the curve in the roadway, V1 's left side plane contacted the front plane of V2.     V1 then departed the roadway on the right side.  The undercarriage of V1 struck an embankment.  V1 then returned back to the roadway before coming to final rest approx. 100 meters  from the impact site.",483.098263990044,9,4
13565,2019,28,20,1-28-2019-020-06,6,4,6,23:07,1,1,2,5,1,0,6,1,2,0,"V1 was westbound on a two lane, two way, undivided roadway. V1 departed the roadway to the right, where it impacted a tree with its frontal plane.",75.915655932847,3,4
13566,2019,73,24,1-73-2019-024-04,4,4,5,11:33,2,1,0,0,0,0,0,2,2,0,V1 was traveling east on a two way two lane undivided roadway. V1 departed the left side of the roadway. The left side of V1 contacted a tree before coming to final rest off the roadway.,97.8096386494261,3,4
13567,2019,48,23,1-48-2019-023-06,6,4,5,19:45,2,2,3,14,3,1,3,2,2,4,V1 was southbound on a two lane non-divided roadway. V1 was traveling northbound on the same two lane divided roadway. V1 looked but did not see V2 and attempted a left hand turn in front of V2. The front of V2 contacted the right side of V1. V1 came to rest on the shoulder of the northbound lane. V1 came to rest facing south in the northbound lane. Both vehicles were towed and all occupants were transported by EMS.,360.524979063225,12,4
13568,2019,59,34,1-59-2019-034-08,8,4,7,21:04,3,1,99,99,0,0,4,1,2,0,V1 was westbound on a 2 lane roadway. V1 lost control of the vehicle and exited the roadway to the right. V1 rotated clockwise and then tripped over rolling 4 quarter turns (event 1). V1 continued to rotate clockwise while rolling. V1 came to final rest after the rear of the vehicle impacted a fence (event 2) and tree (event 3).,259.207699449181,6,4
13569,2019,10,19,1-10-2019-019-08,8,4,4,04:13,4,1,1,1,1,0,4,9,2,0,"V1 was traveling northbound in lane 2 of a 5 lane, 2-way turn lane divided roadway.  V1 departed the road to the left and the front of V1 contacted a curb then a tree.  V1 then rotated counterclockwise where the left rear tire impacted a curb and then the left side contact a tree.",92.1687327193823,4,4
13570,2019,10,20,1-10-2019-020-06,6,4,4,10:30,2,2,1,1,3,0,8,2,2,4,"V1 was traveling northbound on a 2 lane, 2-way, undivided roadway, attempting to turn left at an intersection.  V2 was traveling eastbound in lane 1 of a not physically divided roadway, attempting to crossover the same intersection.  The front of V1 contacted the right side of V2. After initial contact, the front of V1 contacted the right rear wheel area of V2.  Both vehicle came to rest within the intersection.",146.398421014338,4,4
13571,2019,54,23,1-54-2019-023-03,3,4,7,17:34,1,1,1,1,1,0,3,2,2,0,"Vehicle #1 was traveling north, negotiating a curve to the right and noticed a non-contact, oncoming vehicle entering the northbound lane. V1 steered to the left, entered the southbound lane, then departed the road to the left and impacted a large tree with the front plane.",461.364486825803,9,4
14046,2019,11,63,1-11-2019-063-02,2,6,1,00:30,1,2,99,99,0,0,4,1,2,4,"Vehicle #1 was traveling north on a 5 lane, positively divided roadway making a left turn within the intersection. Vehicle #2 was traveling southbound within the same intersection. Vehicle #2 frontal plane contacted the frontal plane of Vehicle #1.",81.8228818166149,8,4
14047,2019,11,64,1-11-2019-064-04,4,6,4,08:33,3,4,2,5,1,0,6,2,2,0,"Vehicle #1 was traveling north on a two lane, two-way, undivided roadway and contacted an animal in the roadway with its frontal plane. Vehicle #2 was traveling south on the same roadway and contacted the same animal within its travel lane with its frontal plane. Vehicle #3 was traveling north behind V1 and braked to avoid contact. V4 was traveling north behind V3. The front of V4 contacted the rear of V3.",2026.94053182256,8,4
14048,2019,77,60,1-77-2019-060-02,2,5,2,16:08,1,2,1,1,1,0,0,2,2,2,V2 was traveling west in lane 1 of  a 2 lane non-divided roadway. V1 was traveling east initially in lane one on the same roadway. The front plane of V1 impacted the front plane of V2 in the westbound travel lane.,82.9547267506105,9,4
